"Mach","x","Points:0","Points:1","Points:2"
1.5853,0.10338,0.672,0,0
1.6062,0.11463,0.7451,0,0
1.6295,0.12588,0.8182,0,0
1.653,0.13712,0.8913,0,0
1.6744,0.14837,0.9644,0,0
1.6953,0.15962,1.0375,0,0
1.7165,0.17086,1.1106,0,0
1.7379,0.18211,1.1837,0,0
1.7598,0.19335,1.2568,0,0
1.7832,0.2046,1.3299,0,0
1.8066,0.21585,1.403,0,0
1.8308,0.22709,1.4761,0,0
1.8567,0.23834,1.5492,0,0
1.8816,0.24958,1.6223,0,0
1.9066,0.26083,1.6954,0,0
1.9358,0.27208,1.7685,0,0
1.9649,0.28332,1.8416,0,0
1.993,0.29457,1.9147,0,0
2.0213,0.30582,1.9878,0,0
2.0474,0.31706,2.0609,0,0
2.0615,0.32831,2.134,0,0
2.0638,0.33955,2.2071,0,0
2.0655,0.3508,2.2802,0,0
2.066,0.36205,2.3533,0,0
2.0666,0.37329,2.4264,0,0
2.0671,0.38454,2.4995,0,0
2.0658,0.39578,2.5726,0,0
2.0619,0.40703,2.6457,0,0
2.0545,0.41828,2.7188,0,0
2.0382,0.42952,2.7919,0,0
2.0098,0.44077,2.865,0,0
1.9668,0.45202,2.9381,0,0
1.9115,0.46326,3.0112,0,0
1.8611,0.47451,3.0843,0,0
1.8172,0.48575,3.1574,0,0
1.7796,0.497,3.2305,0,0
1.7535,0.50825,3.3036,0,0
1.7389,0.51949,3.3767,0,0
1.7329,0.53074,3.4498,0,0
1.7314,0.54198,3.5229,0,0
1.731,0.55323,3.596,0,0
1.7305,0.56448,3.6691,0,0
1.7329,0.57572,3.7422,0,0
1.7364,0.58697,3.8153,0,0
1.7411,0.59822,3.8884,0,0
1.7462,0.60946,3.9615,0,0
1.7545,0.62071,4.0346,0,0
1.7638,0.63195,4.1077,0,0
1.7751,0.6432,4.1808,0,0
1.7875,0.65445,4.2539,0,0
1.8016,0.66569,4.327,0,0
1.8167,0.67694,4.4001,0,0
1.8334,0.68818,4.4732,0,0
1.8503,0.69943,4.5463,0,0
1.867,0.71068,4.6194,0,0
1.8838,0.72192,4.6925,0,0
1.9018,0.73317,4.7656,0,0
1.9213,0.74442,4.8387,0,0
1.942,0.75566,4.9118,0,0
1.964,0.76691,4.9849,0,0
1.9874,0.77815,5.058,0,0
2.0127,0.7894,5.1311,0,0
2.0349,0.80065,5.2042,0,0
2.0552,0.81189,5.2773,0,0
2.078,0.82314,5.3504,0,0
2.1027,0.83438,5.4235,0,0
2.1282,0.84563,5.4966,0,0
2.1545,0.85688,5.5697,0,0
2.1823,0.86812,5.6428,0,0
2.2089,0.87937,5.7159,0,0
2.2341,0.89062,5.789,0,0
2.2595,0.90186,5.8621,0,0
2.2847,0.91311,5.9352,0,0
2.3098,0.92435,6.0083,0,0
2.3349,0.9356,6.0814,0,0
2.3601,0.94685,6.1545,0,0
2.3859,0.95809,6.2276,0,0
2.4121,0.96934,6.3007,0,0
2.4383,0.98058,6.3738,0,0
2.4644,0.99183,6.4469,0,0
2.4864,1.0031,6.52,0,0
2.5061,1.0143,6.5931,0,0
2.5254,1.0256,6.6662,0,0
2.5446,1.0368,6.7393,0,0
2.5642,1.0481,6.8124,0,0
2.5843,1.0593,6.8855,0,0
2.604,1.0706,6.9586,0,0
2.6233,1.0818,7.0317,0,0
2.6427,1.093,7.1048,0,0
2.662,1.1043,7.1779,0,0
2.6817,1.1155,7.251,0,0
2.7021,1.1268,7.3241,0,0
2.7225,1.138,7.3972,0,0
2.7428,1.1493,7.4703,0,0
2.7624,1.1605,7.5434,0,0
2.7799,1.1718,7.6165,0,0
2.7974,1.183,7.6896,0,0
2.8148,1.1943,7.7627,0,0
2.8321,1.2055,7.8358,0,0
2.848,1.2168,7.9089,0,0
2.8639,1.228,7.982,0,0
2.8798,1.2392,8.0551,0,0
2.8957,1.2505,8.1282,0,0
2.9089,1.2617,8.2013,0,0
2.9221,1.273,8.2744,0,0
2.9353,1.2842,8.3475,0,0
2.9485,1.2955,8.4206,0,0
2.9624,1.3067,8.4937,0,0
2.9764,1.318,8.5668,0,0
2.9905,1.3292,8.6399,0,0
3.0045,1.3405,8.713,0,0
3.0185,1.3517,8.7861,0,0
3.0325,1.363,8.8592,0,0
3.0465,1.3742,8.9323,0,0
3.0605,1.3854,9.0054,0,0
3.0753,1.3967,9.0785,0,0
3.0908,1.4079,9.1516,0,0
3.1064,1.4192,9.2247,0,0
3.1219,1.4304,9.2978,0,0
3.1374,1.4417,9.3709,0,0
3.153,1.4529,9.444,0,0
3.1685,1.4642,9.5171,0,0
3.1841,1.4754,9.5902,0,0
3.1998,1.4867,9.6633,0,0
3.2173,1.4979,9.7364,0,0
3.2348,1.5092,9.8095,0,0
3.2523,1.5204,9.8826,0,0
3.2698,1.5316,9.9557,0,0
3.2885,1.5429,10.029,0,0
3.3074,1.5541,10.102,0,0
3.3263,1.5654,10.175,0,0
3.3452,1.5766,10.248,0,0
3.365,1.5879,10.321,0,0
3.3852,1.5991,10.394,0,0
3.4054,1.6104,10.467,0,0
3.4256,1.6216,10.54,0,0
3.4468,1.6329,10.614,0,0
3.4698,1.6441,10.687,0,0
3.4933,1.6554,10.76,0,0
3.5185,1.6666,10.833,0,0
3.5438,1.6778,10.906,0,0
3.5695,1.6891,10.979,0,0
3.5952,1.7003,11.052,0,0
3.6239,1.7116,11.125,0,0
3.6557,1.7228,11.198,0,0
3.6924,1.7341,11.271,0,0
3.7391,1.7453,11.345,0,0
3.7817,1.7566,11.418,0,0
0.36882,1.7678,11.491,0,0
0.32223,1.7791,11.564,0,0
0.29068,1.7903,11.637,0,0
0.26987,1.8016,11.71,0,0
0.25429,1.8128,11.783,0,0
0.24355,1.824,11.856,0,0
0.23417,1.8353,11.929,0,0
0.22479,1.8465,12.002,0,0
0.21541,1.8578,12.076,0,0
0.20603,1.869,12.149,0,0
0.1968,1.8803,12.222,0,0
0.1876,1.8915,12.295,0,0
0.17841,1.9028,12.368,0,0
0.16921,1.914,12.441,0,0
0.1603,1.9253,12.514,0,0
0.1517,1.9365,12.587,0,0
0.1431,1.9478,12.66,0,0
0.13451,1.959,12.733,0,0
0.12621,1.9702,12.807,0,0
0.12002,1.9815,12.88,0,0
0.11384,1.9927,12.953,0,0
0.10766,2.004,13.026,0,0
0.10147,2.0152,13.099,0,0
0.098218,2.0265,13.172,0,0
0.095993,2.0377,13.245,0,0
0.093767,2.049,13.318,0,0
0.091541,2.0602,13.391,0,0
0.090043,2.0715,13.464,0,0
0.08985,2.0827,13.538,0,0
0.089658,2.094,13.611,0,0
0.089465,2.1052,13.684,0,0
0.089272,2.1164,13.757,0,0
0.090219,2.1277,13.83,0,0
0.091231,2.1389,13.903,0,0
0.092243,2.1502,13.976,0,0
0.093255,2.1614,14.049,0,0
0.094994,2.1727,14.122,0,0
0.097368,2.1839,14.195,0,0
0.099741,2.1952,14.269,0,0
0.10211,2.2064,14.342,0,0
0.10449,2.2177,14.415,0,0
0.10686,2.2289,14.488,0,0
0.10923,2.2402,14.561,0,0
0.11161,2.2514,14.634,0,0
0.11398,2.2626,14.707,0,0
0.11789,2.2739,14.78,0,0
0.12264,2.2851,14.853,0,0
0.12739,2.2964,14.926,0,0
0.13214,2.3076,15,0,0
0.1369,2.3189,15.073,0,0
0.14165,2.3301,15.146,0,0
0.1464,2.3414,15.219,0,0
0.15115,2.3526,15.292,0,0
0.1559,2.3639,15.365,0,0
0.16276,2.3751,15.438,0,0
0.17055,2.3864,15.511,0,0
0.17834,2.3976,15.584,0,0
0.18613,2.4088,15.657,0,0
0.19392,2.4201,15.731,0,0
0.20171,2.4313,15.804,0,0
0.20949,2.4426,15.877,0,0
0.21728,2.4538,15.95,0,0
0.22507,2.4651,16.023,0,0
0.23452,2.4763,16.096,0,0
0.24473,2.4876,16.169,0,0
0.25495,2.4988,16.242,0,0
0.26517,2.5101,16.315,0,0
0.27539,2.5213,16.389,0,0
0.2856,2.5326,16.462,0,0
0.29582,2.5438,16.535,0,0
0.30604,2.555,16.608,0,0
0.31626,2.5663,16.681,0,0
0.32745,2.5775,16.754,0,0
0.33928,2.5888,16.827,0,0
0.3511,2.6,16.9,0,0
0.36293,2.6113,16.973,0,0
0.37476,2.6225,17.046,0,0
0.38658,2.6338,17.119,0,0
0.39841,2.645,17.193,0,0
0.41023,2.6563,17.266,0,0
0.42206,2.6675,17.339,0,0
0.43446,2.6788,17.412,0,0
0.4475,2.69,17.485,0,0
0.46054,2.7012,17.558,0,0
0.47358,2.7125,17.631,0,0
0.48663,2.7237,17.704,0,0
0.49967,2.735,17.777,0,0
0.51271,2.7462,17.851,0,0
0.52575,2.7575,17.924,0,0
0.53879,2.7687,17.997,0,0
0.55202,2.78,18.07,0,0
0.56575,2.7912,18.143,0,0
0.57947,2.8025,18.216,0,0
0.5932,2.8137,18.289,0,0
0.60693,2.825,18.362,0,0
0.62066,2.8362,18.435,0,0
0.63439,2.8474,18.508,0,0
0.64811,2.8587,18.581,0,0
0.66184,2.8699,18.655,0,0
0.67557,2.8812,18.728,0,0
0.68949,2.8924,18.801,0,0
0.7034,2.9037,18.874,0,0
0.71731,2.9149,18.947,0,0
0.73122,2.9262,19.02,0,0
0.74514,2.9374,19.093,0,0
0.75905,2.9487,19.166,0,0
0.77296,2.9599,19.239,0,0
0.78688,2.9712,19.312,0,0
0.80079,2.9824,19.386,0,0
0.81449,2.9936,19.459,0,0
0.82811,3.0049,19.532,0,0
0.84172,3.0161,19.605,0,0
0.85534,3.0274,19.678,0,0
0.86895,3.0386,19.751,0,0
0.88257,3.0499,19.824,0,0
0.89618,3.0611,19.897,0,0
0.9098,3.0724,19.97,0,0
0.92341,3.0836,20.043,0,0
0.93682,3.0949,20.117,0,0
0.94978,3.1061,20.19,0,0
0.96274,3.1174,20.263,0,0
0.9757,3.1286,20.336,0,0
0.98866,3.1398,20.409,0,0
1.0016,3.1511,20.482,0,0
1.0146,3.1623,20.555,0,0
1.0275,3.1736,20.628,0,0
1.0405,3.1848,20.701,0,0
1.0535,3.1961,20.774,0,0
1.0657,3.2073,20.848,0,0
1.0779,3.2186,20.921,0,0
1.0901,3.2298,20.994,0,0
1.1022,3.2411,21.067,0,0
1.1144,3.2523,21.14,0,0
1.1266,3.2636,21.213,0,0
1.1388,3.2748,21.286,0,0
1.1509,3.286,21.359,0,0
1.1631,3.2973,21.432,0,0
1.1749,3.3085,21.505,0,0
1.1861,3.3198,21.579,0,0
1.1973,3.331,21.652,0,0
1.2085,3.3423,21.725,0,0
1.2197,3.3535,21.798,0,0
1.2309,3.3648,21.871,0,0
1.242,3.376,21.944,0,0
1.2532,3.3873,22.017,0,0
1.2644,3.3985,22.09,0,0
1.2756,3.4098,22.163,0,0
1.2858,3.421,22.236,0,0
1.2957,3.4322,22.31,0,0
1.3056,3.4435,22.383,0,0
1.3155,3.4547,22.456,0,0
1.3255,3.466,22.529,0,0
1.3354,3.4772,22.602,0,0
1.3453,3.4885,22.675,0,0
1.3552,3.4997,22.748,0,0
1.3651,3.511,22.821,0,0
1.3748,3.5222,22.894,0,0
1.3828,3.5335,22.968,0,0
1.3909,3.5447,23.041,0,0
1.399,3.556,23.114,0,0
1.4071,3.5672,23.187,0,0
1.4152,3.5784,23.26,0,0
1.4233,3.5897,23.333,0,0
1.4313,3.6009,23.406,0,0
1.4394,3.6122,23.479,0,0
1.4475,3.6234,23.552,0,0
1.4547,3.6347,23.625,0,0
1.4606,3.6459,23.698,0,0
1.4666,3.6572,23.772,0,0
1.4725,3.6684,23.845,0,0
1.4785,3.6797,23.918,0,0
1.4844,3.6909,23.991,0,0
1.4904,3.7022,24.064,0,0
1.4964,3.7134,24.137,0,0
1.5023,3.7246,24.21,0,0
1.5083,3.7359,24.283,0,0
1.513,3.7471,24.356,0,0
1.5171,3.7584,24.43,0,0
1.5213,3.7696,24.503,0,0
1.5254,3.7809,24.576,0,0
1.5295,3.7921,24.649,0,0
1.5336,3.8034,24.722,0,0
1.5377,3.8146,24.795,0,0
1.5419,3.8259,24.868,0,0
1.546,3.8371,24.941,0,0
1.5501,3.8484,25.014,0,0
1.5532,3.8596,25.087,0,0
1.556,3.8708,25.16,0,0
1.5588,3.8821,25.234,0,0
1.5616,3.8933,25.307,0,0
1.5644,3.9046,25.38,0,0
1.5673,3.9158,25.453,0,0
1.5701,3.9271,25.526,0,0
1.5729,3.9383,25.599,0,0
1.5757,3.9496,25.672,0,0
1.5785,3.9608,25.745,0,0
1.5799,3.9721,25.818,0,0
1.5812,3.9833,25.892,0,0
1.5824,3.9946,25.965,0,0
1.5837,4.0058,26.038,0,0
1.585,4.017,26.111,0,0
1.5862,4.0283,26.184,0,0
1.5875,4.0395,26.257,0,0
1.5887,4.0508,26.33,0,0
1.59,4.062,26.403,0,0
1.5913,4.0733,26.476,0,0
1.5864,4.0845,26.549,0,0
1.581,4.0958,26.622,0,0
1.5757,4.107,26.696,0,0
1.5703,4.1183,26.769,0,0
1.565,4.1295,26.842,0,0
1.5596,4.1408,26.915,0,0
1.5543,4.152,26.988,0,0
1.5489,4.1632,27.061,0,0
1.5436,4.1745,27.134,0,0
1.5382,4.1857,27.207,0,0
1.5287,4.197,27.28,0,0
1.5187,4.2082,27.354,0,0
1.5087,4.2195,27.427,0,0
1.4987,4.2307,27.5,0,0
1.4887,4.242,27.573,0,0
1.4787,4.2532,27.646,0,0
1.4687,4.2645,27.719,0,0
1.4586,4.2757,27.792,0,0
1.4486,4.287,27.865,0,0
1.4386,4.2982,27.938,0,0
1.4263,4.3094,28.011,0,0
1.4132,4.3207,28.084,0,0
1.4002,4.3319,28.158,0,0
1.3872,4.3432,28.231,0,0
1.3741,4.3544,28.304,0,0
1.3611,4.3657,28.377,0,0
1.348,4.3769,28.45,0,0
1.335,4.3882,28.523,0,0
1.322,4.3994,28.596,0,0
1.3089,4.4107,28.669,0,0
1.2972,4.4219,28.742,0,0
1.2863,4.4332,28.816,0,0
1.2754,4.4444,28.889,0,0
1.2646,4.4556,28.962,0,0
1.2537,4.4669,29.035,0,0
1.2428,4.4781,29.108,0,0
1.232,4.4894,29.181,0,0
1.2211,4.5006,29.254,0,0
1.2102,4.5119,29.327,0,0
1.1994,4.5231,29.4,0,0
1.1905,4.5344,29.473,0,0
1.1856,4.5456,29.546,0,0
1.1806,4.5569,29.62,0,0
1.1757,4.5681,29.693,0,0
1.1708,4.5794,29.766,0,0
1.1658,4.5906,29.839,0,0
1.1609,4.6018,29.912,0,0
1.1559,4.6131,29.985,0,0
1.151,4.6243,30.058,0,0
1.1461,4.6356,30.131,0,0
1.1412,4.6468,30.204,0,0
1.1403,4.6581,30.278,0,0
1.1394,4.6693,30.351,0,0
1.1385,4.6806,30.424,0,0
1.1376,4.6918,30.497,0,0
1.1368,4.7031,30.57,0,0
1.1359,4.7143,30.643,0,0
1.135,4.7256,30.716,0,0
1.1341,4.7368,30.789,0,0
1.1332,4.748,30.862,0,0
1.1323,4.7593,30.935,0,0
1.1319,4.7705,31.008,0,0
1.1319,4.7818,31.082,0,0
1.1318,4.793,31.155,0,0
1.1318,4.8043,31.228,0,0
1.1317,4.8155,31.301,0,0
1.1317,4.8268,31.374,0,0
1.1316,4.838,31.447,0,0
1.1315,4.8493,31.52,0,0
1.1315,4.8605,31.593,0,0
1.1314,4.8718,31.666,0,0
1.1314,4.883,31.74,0,0
1.1315,4.8942,31.813,0,0
1.1317,4.9055,31.886,0,0
1.1318,4.9167,31.959,0,0
1.132,4.928,32.032,0,0
1.1321,4.9392,32.105,0,0
1.1323,4.9505,32.178,0,0
1.1324,4.9617,32.251,0,0
1.1325,4.973,32.324,0,0
1.1327,4.9842,32.397,0,0
1.1328,4.9955,32.471,0,0
1.1341,5.0067,32.544,0,0
1.136,5.018,32.617,0,0
1.1379,5.0292,32.69,0,0
1.1398,5.0404,32.763,0,0
1.1417,5.0517,32.836,0,0
1.1436,5.0629,32.909,0,0
1.1455,5.0742,32.982,0,0
1.1475,5.0854,33.055,0,0
1.1494,5.0967,33.128,0,0
1.1513,5.1079,33.201,0,0
1.1532,5.1192,33.275,0,0
1.1574,5.1304,33.348,0,0
1.1616,5.1417,33.421,0,0
1.1658,5.1529,33.494,0,0
1.17,5.1642,33.567,0,0
1.1742,5.1754,33.64,0,0
1.1784,5.1866,33.713,0,0
1.1826,5.1979,33.786,0,0
1.1868,5.2091,33.859,0,0
1.191,5.2204,33.932,0,0
1.1952,5.2316,34.006,0,0
1.1998,5.2429,34.079,0,0
1.2053,5.2541,34.152,0,0
1.2108,5.2654,34.225,0,0
1.2163,5.2766,34.298,0,0
1.2218,5.2879,34.371,0,0
1.2273,5.2991,34.444,0,0
1.2328,5.3104,34.517,0,0
1.2383,5.3216,34.59,0,0
1.2438,5.3328,34.664,0,0
1.2493,5.3441,34.737,0,0
1.2548,5.3553,34.81,0,0
1.2608,5.3666,34.883,0,0
1.2671,5.3778,34.956,0,0
1.2735,5.3891,35.029,0,0
1.2798,5.4003,35.102,0,0
1.2861,5.4116,35.175,0,0
1.2925,5.4228,35.248,0,0
1.2988,5.4341,35.321,0,0
1.3052,5.4453,35.395,0,0
1.3115,5.4566,35.468,0,0
1.3178,5.4678,35.541,0,0
1.3242,5.479,35.614,0,0
1.3309,5.4903,35.687,0,0
1.3378,5.5015,35.76,0,0
1.3447,5.5128,35.833,0,0
1.3516,5.524,35.906,0,0
1.3585,5.5353,35.979,0,0
1.3654,5.5465,36.052,0,0
1.3723,5.5578,36.125,0,0
1.3792,5.569,36.199,0,0
1.3861,5.5803,36.272,0,0
1.393,5.5915,36.345,0,0
1.3999,5.6028,36.418,0,0
1.407,5.614,36.491,0,0
1.4142,5.6252,36.564,0,0
1.4213,5.6365,36.637,0,0
1.4284,5.6477,36.71,0,0
1.4355,5.659,36.783,0,0
1.4427,5.6702,36.856,0,0
1.4498,5.6815,36.93,0,0
1.4569,5.6927,37.003,0,0
1.464,5.704,37.076,0,0
1.4711,5.7152,37.149,0,0
1.4783,5.7265,37.222,0,0
1.4853,5.7377,37.295,0,0
1.4923,5.749,37.368,0,0
1.4994,5.7602,37.441,0,0
1.5064,5.7714,37.514,0,0
1.5134,5.7827,37.588,0,0
1.5204,5.7939,37.661,0,0
1.5275,5.8052,37.734,0,0
1.5345,5.8164,37.807,0,0
1.5415,5.8277,37.88,0,0
1.5485,5.8389,37.953,0,0
1.5556,5.8502,38.026,0,0
1.5622,5.8614,38.099,0,0
1.5688,5.8727,38.172,0,0
1.5754,5.8839,38.245,0,0
1.5819,5.8952,38.319,0,0
1.5885,5.9064,38.392,0,0
1.5951,5.9176,38.465,0,0
1.6017,5.9289,38.538,0,0
1.6083,5.9401,38.611,0,0
1.6148,5.9514,38.684,0,0
1.6214,5.9626,38.757,0,0
1.628,5.9739,38.83,0,0
1.6338,5.9851,38.903,0,0
1.6392,5.9964,38.976,0,0
1.6446,6.0076,39.049,0,0
1.6501,6.0189,39.123,0,0
1.6555,6.0301,39.196,0,0
1.6609,6.0414,39.269,0,0
1.6664,6.0526,39.342,0,0
1.6718,6.0638,39.415,0,0
1.6773,6.0751,39.488,0,0
1.6827,6.0863,39.561,0,0
1.6881,6.0976,39.634,0,0
1.6926,6.1088,39.707,0,0
1.6961,6.1201,39.78,0,0
1.6997,6.1313,39.854,0,0
1.7032,6.1426,39.927,0,0
1.7067,6.1538,40,0,0
1.7103,6.1651,40.073,0,0
1.7138,6.1763,40.146,0,0
1.7174,6.1876,40.219,0,0
1.7209,6.1988,40.292,0,0
1.7244,6.21,40.365,0,0
1.728,6.2213,40.438,0,0
1.7311,6.2325,40.512,0,0
1.7332,6.2438,40.585,0,0
1.7352,6.255,40.658,0,0
1.7372,6.2663,40.731,0,0
1.7393,6.2775,40.804,0,0
1.7413,6.2888,40.877,0,0
1.7434,6.3,40.95,0,0
1.7454,6.3113,41.023,0,0
1.7474,6.3225,41.096,0,0
1.7495,6.3338,41.169,0,0
1.7515,6.345,41.243,0,0
1.7535,6.3562,41.316,0,0
1.7548,6.3675,41.389,0,0
1.7561,6.3787,41.462,0,0
1.7573,6.39,41.535,0,0
1.7586,6.4012,41.608,0,0
1.7598,6.4125,41.681,0,0
1.7611,6.4237,41.754,0,0
1.7623,6.435,41.827,0,0
1.7635,6.4462,41.9,0,0
1.7648,6.4575,41.973,0,0
1.766,6.4687,42.047,0,0
1.7673,6.48,42.12,0,0
1.7662,6.4912,42.193,0,0
1.7627,6.5024,42.266,0,0
1.7592,6.5137,42.339,0,0
1.7557,6.5249,42.412,0,0
1.7522,6.5362,42.485,0,0
1.7486,6.5474,42.558,0,0
1.7451,6.5587,42.631,0,0
1.7416,6.5699,42.704,0,0
1.7381,6.5812,42.778,0,0
1.7346,6.5924,42.851,0,0
1.7311,6.6037,42.924,0,0
1.7276,6.6149,42.997,0,0
1.7215,6.6262,43.07,0,0
1.7153,6.6374,43.143,0,0
1.7091,6.6486,43.216,0,0
1.7029,6.6599,43.289,0,0
1.6967,6.6711,43.362,0,0
1.6905,6.6824,43.436,0,0
1.6843,6.6936,43.509,0,0
1.6781,6.7049,43.582,0,0
1.672,6.7161,43.655,0,0
1.6658,6.7274,43.728,0,0
1.6596,6.7386,43.801,0,0
1.6521,6.7499,43.874,0,0
1.6425,6.7611,43.947,0,0
1.6328,6.7724,44.02,0,0
1.6232,6.7836,44.093,0,0
1.6136,6.7948,44.167,0,0
1.604,6.8061,44.24,0,0
1.5944,6.8173,44.313,0,0
1.5848,6.8286,44.386,0,0
1.5752,6.8398,44.459,0,0
1.5655,6.8511,44.532,0,0
1.5559,6.8623,44.605,0,0
1.5463,6.8736,44.678,0,0
1.5356,6.8848,44.751,0,0
1.5244,6.8961,44.824,0,0
1.5132,6.9073,44.897,0,0
1.502,6.9186,44.971,0,0
1.4908,6.9298,45.044,0,0
1.4796,6.941,45.117,0,0
1.4684,6.9523,45.19,0,0
1.4572,6.9635,45.263,0,0
1.446,6.9748,45.336,0,0
1.4348,6.986,45.409,0,0
1.4236,6.9973,45.482,0,0
1.4124,7.0085,45.555,0,0
1.4045,7.0198,45.628,0,0
1.3967,7.031,45.702,0,0
1.389,7.0423,45.775,0,0
1.3812,7.0535,45.848,0,0
1.3734,7.0648,45.921,0,0
1.3656,7.076,45.994,0,0
1.3579,7.0872,46.067,0,0
1.3501,7.0985,46.14,0,0
1.3423,7.1097,46.213,0,0
1.3345,7.121,46.286,0,0
1.3267,7.1322,46.36,0,0
1.3199,7.1435,46.433,0,0
1.3179,7.1547,46.506,0,0
1.3159,7.166,46.579,0,0
1.314,7.1772,46.652,0,0
1.312,7.1885,46.725,0,0
1.31,7.1997,46.798,0,0
1.3081,7.211,46.871,0,0
1.3061,7.2222,46.944,0,0
1.3041,7.2334,47.017,0,0
1.3022,7.2447,47.09,0,0
1.3002,7.2559,47.164,0,0
