"Mach","p","tp","x","Points:0","Points:1","Points:2"
1.5703,0.07533,0.30624,4.1408,26.915,0,0
1.5651,0.075947,0.30638,4.152,26.988,0,0
1.5598,0.076565,0.30653,4.1632,27.061,0,0
1.5545,0.077182,0.30668,4.1745,27.134,0,0
1.5492,0.0778,0.30682,4.1857,27.207,0,0
1.5398,0.079003,0.30704,4.197,27.28,0,0
1.5298,0.080282,0.30727,4.2082,27.354,0,0
1.5198,0.081562,0.30749,4.2195,27.427,0,0
1.5098,0.082841,0.30772,4.2307,27.5,0,0
1.4998,0.08412,0.30795,4.242,27.573,0,0
1.4898,0.0854,0.30818,4.2532,27.646,0,0
1.4798,0.086679,0.3084,4.2645,27.719,0,0
1.4698,0.087958,0.30863,4.2757,27.792,0,0
1.4598,0.089238,0.30886,4.287,27.865,0,0
1.4498,0.090517,0.30908,4.2982,27.938,0,0
1.4373,0.092354,0.30946,4.3094,28.011,0,0
1.4241,0.094355,0.30989,4.3207,28.084,0,0
1.4108,0.096357,0.31032,4.3319,28.158,0,0
1.3976,0.098359,0.31074,4.3432,28.231,0,0
1.3844,0.10036,0.31117,4.3544,28.304,0,0
1.3711,0.10236,0.31159,4.3657,28.377,0,0
1.3579,0.10436,0.31202,4.3769,28.45,0,0
1.3446,0.10637,0.31245,4.3882,28.523,0,0
1.3314,0.10837,0.31287,4.3994,28.596,0,0
1.3182,0.11037,0.3133,4.4107,28.669,0,0
1.3061,0.1125,0.31406,4.4219,28.742,0,0
1.2948,0.11473,0.31506,4.4332,28.816,0,0
1.2835,0.11696,0.31606,4.4444,28.889,0,0
1.2722,0.11919,0.31706,4.4556,28.962,0,0
1.2609,0.12142,0.31806,4.4669,29.035,0,0
1.2496,0.12364,0.31906,4.4781,29.108,0,0
1.2383,0.12587,0.32006,4.4894,29.181,0,0
1.227,0.1281,0.32106,4.5006,29.254,0,0
1.2157,0.13033,0.32206,4.5119,29.327,0,0
1.2044,0.13255,0.32306,4.5231,29.4,0,0
1.1952,0.13466,0.32443,4.5344,29.473,0,0
1.1899,0.13652,0.3265,4.5456,29.546,0,0
1.1846,0.13839,0.32858,4.5569,29.62,0,0
1.1793,0.14025,0.33065,4.5681,29.693,0,0
1.174,0.14212,0.33273,4.5794,29.766,0,0
1.1687,0.14399,0.3348,4.5906,29.839,0,0
1.1634,0.14585,0.33688,4.6018,29.912,0,0
1.1582,0.14772,0.33895,4.6131,29.985,0,0
1.1529,0.14958,0.34103,4.6243,30.058,0,0
1.1476,0.15145,0.3431,4.6356,30.131,0,0
1.1424,0.1533,0.34519,4.6468,30.204,0,0
1.1414,0.15473,0.34795,4.6581,30.278,0,0
1.1404,0.15617,0.35071,4.6693,30.351,0,0
1.1394,0.1576,0.35346,4.6806,30.424,0,0
1.1385,0.15903,0.35622,4.6918,30.497,0,0
1.1375,0.16046,0.35898,4.7031,30.57,0,0
1.1365,0.16189,0.36173,4.7143,30.643,0,0
1.1355,0.16332,0.36449,4.7256,30.716,0,0
1.1345,0.16475,0.36725,4.7368,30.789,0,0
1.1336,0.16618,0.37,4.748,30.862,0,0
1.1326,0.16762,0.37276,4.7593,30.935,0,0
1.1322,0.16881,0.37524,4.7705,31.008,0,0
1.1321,0.16987,0.37756,4.7818,31.082,0,0
1.1321,0.17092,0.37988,4.793,31.155,0,0
1.132,0.17198,0.3822,4.8043,31.228,0,0
1.132,0.17303,0.38452,4.8155,31.301,0,0
1.1319,0.17409,0.38684,4.8268,31.374,0,0
1.1319,0.17515,0.38916,4.838,31.447,0,0
1.1318,0.1762,0.39148,4.8493,31.52,0,0
1.1317,0.17726,0.3938,4.8605,31.593,0,0
1.1317,0.17831,0.39611,4.8718,31.666,0,0
1.1317,0.17928,0.39825,4.883,31.74,0,0
1.1318,0.17981,0.39948,4.8942,31.813,0,0
1.1319,0.18034,0.40071,4.9055,31.886,0,0
1.132,0.18086,0.40193,4.9167,31.959,0,0
1.1321,0.18139,0.40316,4.928,32.032,0,0
1.1322,0.18192,0.40439,4.9392,32.105,0,0
1.1323,0.18244,0.40562,4.9505,32.178,0,0
1.1324,0.18297,0.40684,4.9617,32.251,0,0
1.1325,0.1835,0.40807,4.973,32.324,0,0
1.1327,0.18402,0.4093,4.9842,32.397,0,0
1.1328,0.18455,0.41052,4.9955,32.471,0,0
1.1339,0.18454,0.41111,5.0067,32.544,0,0
1.1357,0.18422,0.41133,5.018,32.617,0,0
1.1375,0.1839,0.41155,5.0292,32.69,0,0
1.1393,0.18358,0.41176,5.0404,32.763,0,0
1.1411,0.18325,0.41198,5.0517,32.836,0,0
1.1429,0.18293,0.4122,5.0629,32.909,0,0
1.1447,0.18261,0.41241,5.0742,32.982,0,0
1.1465,0.18229,0.41263,5.0854,33.055,0,0
1.1483,0.18197,0.41285,5.0967,33.128,0,0
1.1501,0.18165,0.41307,5.1079,33.201,0,0
1.152,0.18131,0.41327,5.1192,33.275,0,0
1.1562,0.18031,0.41314,5.1304,33.348,0,0
1.1603,0.1793,0.413,5.1417,33.421,0,0
1.1645,0.1783,0.41287,5.1529,33.494,0,0
1.1687,0.17729,0.41273,5.1642,33.567,0,0
1.1729,0.17629,0.4126,5.1754,33.64,0,0
1.1771,0.17528,0.41246,5.1866,33.713,0,0
1.1812,0.17428,0.41232,5.1979,33.786,0,0
1.1854,0.17327,0.41219,5.2091,33.859,0,0
1.1896,0.17227,0.41205,5.2204,33.932,0,0
1.1938,0.17126,0.41192,5.2316,34.006,0,0
1.1984,0.17018,0.4118,5.2429,34.079,0,0
1.2039,0.16896,0.41171,5.2541,34.152,0,0
1.2094,0.16774,0.41162,5.2654,34.225,0,0
1.2148,0.16652,0.41153,5.2766,34.298,0,0
1.2203,0.1653,0.41144,5.2879,34.371,0,0
1.2258,0.16408,0.41135,5.2991,34.444,0,0
1.2313,0.16285,0.41126,5.3104,34.517,0,0
1.2368,0.16163,0.41117,5.3216,34.59,0,0
1.2423,0.16041,0.41108,5.3328,34.664,0,0
1.2477,0.15919,0.411,5.3441,34.737,0,0
1.2532,0.15797,0.41091,5.3553,34.81,0,0
1.2592,0.15672,0.41091,5.3666,34.883,0,0
1.2655,0.15545,0.41098,5.3778,34.956,0,0
1.2719,0.15419,0.41104,5.3891,35.029,0,0
1.2782,0.15292,0.41111,5.4003,35.102,0,0
1.2845,0.15165,0.41117,5.4116,35.175,0,0
1.2909,0.15039,0.41124,5.4228,35.248,0,0
1.2972,0.14912,0.41131,5.4341,35.321,0,0
1.3035,0.14785,0.41137,5.4453,35.395,0,0
1.3098,0.14659,0.41144,5.4566,35.468,0,0
1.3162,0.14532,0.41151,5.4678,35.541,0,0
1.3225,0.14405,0.41157,5.479,35.614,0,0
1.3293,0.14281,0.41176,5.4903,35.687,0,0
1.3362,0.14157,0.41198,5.5015,35.76,0,0
1.3431,0.14033,0.41221,5.5128,35.833,0,0
1.35,0.13908,0.41243,5.524,35.906,0,0
1.3569,0.13784,0.41265,5.5353,35.979,0,0
1.3638,0.1366,0.41288,5.5465,36.052,0,0
1.3707,0.13536,0.4131,5.5578,36.125,0,0
1.3777,0.13412,0.41332,5.569,36.199,0,0
1.3846,0.13288,0.41355,5.5803,36.272,0,0
1.3915,0.13164,0.41377,5.5915,36.345,0,0
1.3984,0.1304,0.414,5.6028,36.418,0,0
1.4055,0.12922,0.41429,5.614,36.491,0,0
1.4127,0.12805,0.41459,5.6252,36.564,0,0
1.4198,0.12687,0.4149,5.6365,36.637,0,0
1.427,0.1257,0.4152,5.6477,36.71,0,0
1.4341,0.12453,0.4155,5.659,36.783,0,0
1.4413,0.12336,0.41581,5.6702,36.856,0,0
1.4485,0.12219,0.41611,5.6815,36.93,0,0
1.4556,0.12102,0.41642,5.6927,37.003,0,0
1.4628,0.11985,0.41672,5.704,37.076,0,0
1.4699,0.11868,0.41702,5.7152,37.149,0,0
1.4771,0.11751,0.41733,5.7265,37.222,0,0
1.4842,0.11645,0.41768,5.7377,37.295,0,0
1.4913,0.1154,0.41805,5.749,37.368,0,0
1.4983,0.11435,0.41841,5.7602,37.441,0,0
1.5054,0.1133,0.41878,5.7714,37.514,0,0
1.5125,0.11225,0.41914,5.7827,37.588,0,0
1.5195,0.1112,0.41951,5.7939,37.661,0,0
1.5266,0.11015,0.41987,5.8052,37.734,0,0
1.5337,0.1091,0.42024,5.8164,37.807,0,0
1.5408,0.10805,0.4206,5.8277,37.88,0,0
1.5478,0.107,0.42096,5.8389,37.953,0,0
1.5549,0.10595,0.42133,5.8502,38.026,0,0
1.5616,0.10504,0.42174,5.8614,38.099,0,0
1.5682,0.10415,0.42217,5.8727,38.172,0,0
1.5749,0.10326,0.42259,5.8839,38.245,0,0
1.5815,0.10237,0.42301,5.8952,38.319,0,0
1.5881,0.10148,0.42344,5.9064,38.392,0,0
1.5948,0.10059,0.42386,5.9176,38.465,0,0
1.6014,0.099705,0.42429,5.9289,38.538,0,0
1.6081,0.098817,0.42471,5.9401,38.611,0,0
1.6147,0.097928,0.42513,5.9514,38.684,0,0
1.6213,0.097039,0.42556,5.9626,38.757,0,0
1.628,0.096151,0.42598,5.9739,38.83,0,0
1.6338,0.095412,0.42638,5.9851,38.903,0,0
1.6394,0.09473,0.42677,5.9964,38.976,0,0
1.6449,0.094047,0.42716,6.0076,39.049,0,0
1.6505,0.093364,0.42755,6.0189,39.123,0,0
1.6561,0.092682,0.42794,6.0301,39.196,0,0
1.6616,0.091999,0.42833,6.0414,39.269,0,0
1.6672,0.091316,0.42872,6.0526,39.342,0,0
1.6727,0.090634,0.42911,6.0638,39.415,0,0
1.6783,0.089951,0.4295,6.0751,39.488,0,0
1.6838,0.089268,0.42989,6.0863,39.561,0,0
1.6894,0.088585,0.43028,6.0976,39.634,0,0
1.694,0.088059,0.4307,6.1088,39.707,0,0
1.6976,0.087671,0.43115,6.1201,39.78,0,0
1.7013,0.087282,0.43159,6.1313,39.854,0,0
1.705,0.086893,0.43204,6.1426,39.927,0,0
1.7086,0.086505,0.43248,6.1538,40,0,0
1.7123,0.086116,0.43293,6.1651,40.073,0,0
1.716,0.085728,0.43337,6.1763,40.146,0,0
1.7196,0.085339,0.43382,6.1876,40.219,0,0
1.7233,0.08495,0.43426,6.1988,40.292,0,0
1.727,0.084562,0.43471,6.21,40.365,0,0
1.7307,0.084173,0.43516,6.2213,40.438,0,0
1.7339,0.083856,0.43569,6.2325,40.512,0,0
1.736,0.083741,0.4365,6.2438,40.585,0,0
1.7381,0.083626,0.4373,6.255,40.658,0,0
1.7402,0.083512,0.4381,6.2663,40.731,0,0
1.7424,0.083397,0.43891,6.2775,40.804,0,0
1.7445,0.083282,0.43971,6.2888,40.877,0,0
1.7466,0.083167,0.44051,6.3,40.95,0,0
1.7487,0.083053,0.44132,6.3113,41.023,0,0
1.7508,0.082938,0.44212,6.3225,41.096,0,0
1.7529,0.082823,0.44292,6.3338,41.169,0,0
1.755,0.082709,0.44373,6.345,41.243,0,0
1.7571,0.082594,0.44453,6.3562,41.316,0,0
1.7585,0.08257,0.44531,6.3675,41.389,0,0
1.7597,0.082556,0.44609,6.3787,41.462,0,0
1.761,0.082541,0.44686,6.39,41.535,0,0
1.7622,0.082526,0.44764,6.4012,41.608,0,0
1.7635,0.082511,0.44842,6.4125,41.681,0,0
1.7647,0.082496,0.44919,6.4237,41.754,0,0
1.766,0.082481,0.44997,6.435,41.827,0,0
1.7672,0.082467,0.45075,6.4462,41.9,0,0
1.7685,0.082452,0.45152,6.4575,41.973,0,0
1.7697,0.082437,0.4523,6.4687,42.047,0,0
1.771,0.082422,0.45308,6.48,42.12,0,0
1.77,0.082596,0.45335,6.4912,42.193,0,0
1.7667,0.082972,0.45308,6.5024,42.266,0,0
1.7634,0.083349,0.45281,6.5137,42.339,0,0
1.7601,0.083725,0.45253,6.5249,42.412,0,0
1.7567,0.084102,0.45226,6.5362,42.485,0,0
1.7534,0.084478,0.45199,6.5474,42.558,0,0
1.7501,0.084854,0.45172,6.5587,42.631,0,0
1.7468,0.085231,0.45145,6.5699,42.704,0,0
1.7435,0.085607,0.45118,6.5812,42.778,0,0
1.7401,0.085983,0.45091,6.5924,42.851,0,0
1.7368,0.08636,0.45063,6.6037,42.924,0,0
1.7335,0.086736,0.45036,6.6149,42.997,0,0
1.7276,0.087501,0.45015,6.6262,43.07,0,0
1.7217,0.088277,0.44995,6.6374,43.143,0,0
1.7157,0.089053,0.44974,6.6486,43.216,0,0
1.7098,0.089829,0.44953,6.6599,43.289,0,0
1.7038,0.090605,0.44932,6.6711,43.362,0,0
1.6978,0.091381,0.44912,6.6824,43.436,0,0
1.6919,0.092157,0.44891,6.6936,43.509,0,0
1.6859,0.092933,0.4487,6.7049,43.582,0,0
1.68,0.093709,0.4485,6.7161,43.655,0,0
1.674,0.094485,0.44829,6.7274,43.728,0,0
1.6681,0.095261,0.44808,6.7386,43.801,0,0
1.6608,0.096272,0.44786,6.7499,43.874,0,0
1.6514,0.097657,0.4476,6.7611,43.947,0,0
1.642,0.099041,0.44735,6.7724,44.02,0,0
1.6327,0.10043,0.44709,6.7836,44.093,0,0
1.6233,0.10181,0.44684,6.7948,44.167,0,0
1.6139,0.1032,0.44659,6.8061,44.24,0,0
1.6045,0.10458,0.44633,6.8173,44.313,0,0
1.5951,0.10596,0.44608,6.8286,44.386,0,0
1.5857,0.10735,0.44583,6.8398,44.459,0,0
1.5763,0.10873,0.44557,6.8511,44.532,0,0
1.5669,0.11012,0.44532,6.8623,44.605,0,0
1.5575,0.1115,0.44506,6.8736,44.678,0,0
1.5468,0.11329,0.44485,6.8848,44.751,0,0
1.5355,0.11524,0.44465,6.8961,44.824,0,0
1.5243,0.11718,0.44445,6.9073,44.897,0,0
1.513,0.11913,0.44425,6.9186,44.971,0,0
1.5017,0.12107,0.44405,6.9298,45.044,0,0
1.4905,0.12301,0.44385,6.941,45.117,0,0
1.4792,0.12496,0.44365,6.9523,45.19,0,0
1.4679,0.1269,0.44345,6.9635,45.263,0,0
1.4567,0.12885,0.44325,6.9748,45.336,0,0
1.4454,0.13079,0.44305,6.986,45.409,0,0
1.4341,0.13274,0.44285,6.9973,45.482,0,0
1.4228,0.13468,0.44265,7.0085,45.555,0,0
1.4145,0.1365,0.44307,7.0198,45.628,0,0
1.4063,0.13831,0.4435,7.031,45.702,0,0
1.398,0.14012,0.44393,7.0423,45.775,0,0
1.3898,0.14194,0.44436,7.0535,45.848,0,0
1.3815,0.14375,0.44479,7.0648,45.921,0,0
1.3733,0.14556,0.44522,7.076,45.994,0,0
1.365,0.14737,0.44565,7.0872,46.067,0,0
1.3568,0.14919,0.44608,7.0985,46.14,0,0
1.3485,0.151,0.44651,7.1097,46.213,0,0
1.3403,0.15281,0.44694,7.121,46.286,0,0
1.332,0.15462,0.44737,7.1322,46.36,0,0
1.3247,0.15632,0.44797,7.1435,46.433,0,0
1.3223,0.15738,0.44949,7.1547,46.506,0,0
1.32,0.15845,0.45102,7.166,46.579,0,0
1.3176,0.15951,0.45254,7.1772,46.652,0,0
1.3153,0.16057,0.45407,7.1885,46.725,0,0
1.3129,0.16164,0.45559,7.1997,46.798,0,0
1.3106,0.1627,0.45712,7.211,46.871,0,0
1.3082,0.16376,0.45864,7.2222,46.944,0,0
1.3059,0.16483,0.46017,7.2334,47.017,0,0
1.3035,0.16589,0.46169,7.2447,47.09,0,0
1.3012,0.16695,0.46322,7.2559,47.164,0,0
1.2988,0.16802,0.46474,7.2672,47.237,0,0
1.2971,0.1689,0.46613,7.2784,47.31,0,0
1.297,0.16928,0.46712,7.2897,47.383,0,0
1.2969,0.16965,0.4681,7.3009,47.456,0,0
1.2969,0.17003,0.46909,7.3122,47.529,0,0
1.2968,0.1704,0.47008,7.3234,47.602,0,0
1.2967,0.17077,0.47107,7.3347,47.675,0,0
1.2967,0.17115,0.47205,7.3459,47.748,0,0
1.2966,0.17152,0.47304,7.3572,47.821,0,0
1.2965,0.1719,0.47403,7.3684,47.895,0,0
1.2965,0.17227,0.47502,7.3796,47.968,0,0
1.2964,0.17264,0.47601,7.3909,48.041,0,0
1.2963,0.17302,0.47699,7.4021,48.114,0,0
1.2966,0.17323,0.47776,7.4134,48.187,0,0
1.2978,0.173,0.47794,7.4246,48.26,0,0
1.2991,0.17277,0.47811,7.4359,48.333,0,0
1.3003,0.17254,0.47828,7.4471,48.406,0,0
1.3016,0.17231,0.47845,7.4584,48.479,0,0
1.3028,0.17208,0.47862,7.4696,48.553,0,0
1.3041,0.17185,0.47879,7.4809,48.626,0,0
1.3053,0.17162,0.47896,7.4921,48.699,0,0
1.3066,0.17139,0.47914,7.5034,48.772,0,0
1.3078,0.17116,0.47931,7.5146,48.845,0,0
1.3091,0.17093,0.47948,7.5258,48.918,0,0
1.3103,0.1707,0.47965,7.5371,48.991,0,0
1.3119,0.17038,0.47981,7.5483,49.064,0,0
1.3151,0.16969,0.47993,7.5596,49.137,0,0
1.3183,0.169,0.48005,7.5708,49.21,0,0
1.3216,0.1683,0.48018,7.5821,49.284,0,0
1.3248,0.16761,0.4803,7.5933,49.357,0,0
1.328,0.16692,0.48042,7.6046,49.43,0,0
1.3312,0.16623,0.48054,7.6158,49.503,0,0
1.3344,0.16554,0.48066,7.6271,49.576,0,0
1.3376,0.16485,0.48078,7.6383,49.649,0,0
1.3408,0.16415,0.4809,7.6496,49.722,0,0
1.344,0.16346,0.48103,7.6608,49.795,0,0
1.3472,0.16277,0.48115,7.672,49.868,0,0
1.3505,0.16206,0.48127,7.6833,49.941,0,0
1.3555,0.16102,0.48137,7.6945,50.014,0,0
1.3604,0.15997,0.48147,7.7058,50.088,0,0
1.3654,0.15892,0.48157,7.717,50.161,0,0
1.3703,0.15788,0.48167,7.7283,50.234,0,0
1.3753,0.15683,0.48177,7.7395,50.307,0,0
1.3802,0.15579,0.48187,7.7508,50.38,0,0
1.3852,0.15474,0.48197,7.762,50.453,0,0
1.3901,0.15369,0.48207,7.7733,50.526,0,0
1.3951,0.15265,0.48217,7.7845,50.599,0,0
1.4,0.1516,0.48227,7.7958,50.672,0,0
1.405,0.15055,0.48237,7.807,50.745,0,0
1.4099,0.14951,0.48247,7.8182,50.819,0,0
1.4158,0.14835,0.4826,7.8295,50.892,0,0
1.4218,0.14717,0.48274,7.8407,50.965,0,0
1.4278,0.14599,0.48288,7.852,51.038,0,0
1.4339,0.1448,0.48301,7.8632,51.111,0,0
1.4399,0.14362,0.48315,7.8745,51.184,0,0
1.4459,0.14244,0.48329,7.8857,51.257,0,0
1.452,0.14126,0.48343,7.897,51.33,0,0
1.458,0.14008,0.48356,7.9082,51.403,0,0
1.464,0.13889,0.4837,7.9195,51.477,0,0
1.4701,0.13771,0.48384,7.9307,51.55,0,0
1.4761,0.13653,0.48398,7.942,51.623,0,0
1.4821,0.13535,0.48411,7.9532,51.696,0,0
1.4883,0.1342,0.48428,7.9644,51.769,0,0
1.4946,0.13307,0.48448,7.9757,51.842,0,0
1.5009,0.13195,0.48469,7.9869,51.915,0,0
1.5073,0.13083,0.48489,7.9982,51.988,0,0
1.5136,0.12971,0.48509,8.0094,52.061,0,0
1.5199,0.12858,0.48529,8.0207,52.134,0,0
1.5262,0.12746,0.48549,8.0319,52.208,0,0
1.5325,0.12634,0.48569,8.0432,52.281,0,0
1.5388,0.12522,0.48589,8.0544,52.354,0,0
1.5452,0.1241,0.4861,8.0657,52.427,0,0
1.5515,0.12297,0.4863,8.0769,52.5,0,0
1.5578,0.12185,0.4865,8.0882,52.573,0,0
1.5641,0.12075,0.48671,8.0994,52.646,0,0
1.57,0.1198,0.48697,8.1106,52.719,0,0
1.5759,0.11886,0.48723,8.1219,52.792,0,0
1.5818,0.11791,0.48749,8.1331,52.865,0,0
1.5877,0.11697,0.48776,8.1444,52.938,0,0
1.5936,0.11602,0.48802,8.1556,53.012,0,0
1.5996,0.11508,0.48828,8.1669,53.085,0,0
1.6055,0.11414,0.48854,8.1781,53.158,0,0
1.6114,0.11319,0.48881,8.1894,53.231,0,0
1.6173,0.11225,0.48907,8.2006,53.304,0,0
1.6232,0.1113,0.48933,8.2119,53.377,0,0
1.6291,0.11036,0.48959,8.2231,53.45,0,0
1.635,0.10941,0.48986,8.2344,53.523,0,0
1.6404,0.10861,0.49014,8.2456,53.596,0,0
1.6454,0.10789,0.49043,8.2568,53.669,0,0
1.6504,0.10717,0.49073,8.2681,53.743,0,0
1.6553,0.10645,0.49102,8.2793,53.816,0,0
1.6603,0.10573,0.49132,8.2906,53.889,0,0
1.6653,0.10501,0.49161,8.3018,53.962,0,0
1.6703,0.10429,0.49191,8.3131,54.035,0,0
1.6753,0.10358,0.4922,8.3243,54.108,0,0
1.6803,0.10286,0.4925,8.3356,54.181,0,0
1.6853,0.10214,0.49279,8.3468,54.254,0,0
1.6903,0.10142,0.49309,8.3581,54.327,0,0
1.6952,0.1007,0.49338,8.3693,54.401,0,0
1.7001,0.099993,0.49367,8.3806,54.474,0,0
1.7033,0.099558,0.4938,8.3918,54.547,0,0
1.7064,0.099123,0.49394,8.403,54.62,0,0
1.7096,0.098687,0.49407,8.4143,54.693,0,0
1.7127,0.098252,0.49421,8.4255,54.766,0,0
1.7158,0.097817,0.49434,8.4368,54.839,0,0
1.719,0.097381,0.49448,8.448,54.912,0,0
1.7221,0.096946,0.49461,8.4593,54.985,0,0
1.7253,0.096511,0.49475,8.4705,55.058,0,0
1.7284,0.096076,0.49488,8.4818,55.132,0,0
1.7315,0.09564,0.49502,8.493,55.205,0,0
1.7347,0.095205,0.49515,8.5043,55.278,0,0
1.7378,0.09477,0.49529,8.5155,55.351,0,0
1.74,0.094445,0.49525,8.5268,55.424,0,0
1.7407,0.094289,0.49494,8.538,55.497,0,0
1.7414,0.094134,0.49463,8.5492,55.57,0,0
1.742,0.093978,0.49432,8.5605,55.643,0,0
1.7427,0.093822,0.49401,8.5717,55.716,0,0
1.7434,0.093666,0.4937,8.583,55.789,0,0
1.7441,0.09351,0.4934,8.5942,55.862,0,0
1.7448,0.093354,0.49309,8.6055,55.936,0,0
1.7455,0.093198,0.49278,8.6167,56.009,0,0
1.7462,0.093042,0.49247,8.628,56.082,0,0
1.7468,0.092886,0.49216,8.6392,56.155,0,0
1.7475,0.09273,0.49185,8.6505,56.228,0,0
1.7482,0.092574,0.49155,8.6617,56.301,0,0
1.7485,0.092517,0.49145,8.673,56.374,0,0
1.7486,0.092514,0.49148,8.6842,56.447,0,0
1.7486,0.09251,0.4915,8.6954,56.52,0,0
1.7487,0.092506,0.49153,8.7067,56.593,0,0
1.7487,0.092502,0.49155,8.7179,56.667,0,0
1.7488,0.092499,0.49157,8.7292,56.74,0,0
1.7489,0.092495,0.4916,8.7404,56.813,0,0
1.7489,0.092491,0.49162,8.7517,56.886,0,0
1.749,0.092487,0.49164,8.7629,56.959,0,0
1.749,0.092484,0.49167,8.7742,57.032,0,0
1.7491,0.09248,0.49169,8.7854,57.105,0,0
1.7491,0.092476,0.49172,8.7967,57.178,0,0
1.7492,0.092472,0.49174,8.8079,57.251,0,0
1.7482,0.092609,0.4917,8.8192,57.325,0,0
1.7469,0.092777,0.49164,8.8304,57.398,0,0
1.7457,0.092944,0.49158,8.8416,57.471,0,0
1.7444,0.093112,0.49151,8.8529,57.544,0,0
1.7431,0.093279,0.49145,8.8641,57.617,0,0
1.7419,0.093447,0.49139,8.8754,57.69,0,0
1.7406,0.093615,0.49133,8.8866,57.763,0,0
1.7394,0.093782,0.49127,8.8979,57.836,0,0
1.7381,0.09395,0.49121,8.9091,57.909,0,0
1.7368,0.094117,0.49115,8.9204,57.982,0,0
1.7356,0.094285,0.49109,8.9316,58.056,0,0
1.7343,0.094453,0.49103,8.9429,58.129,0,0
1.733,0.09462,0.49097,8.9541,58.202,0,0
1.7296,0.095101,0.49086,8.9654,58.275,0,0
1.726,0.095614,0.49074,8.9766,58.348,0,0
1.7224,0.096128,0.49063,8.9878,58.421,0,0
1.7188,0.096641,0.49051,8.9991,58.494,0,0
1.7151,0.097154,0.49039,9.0103,58.567,0,0
1.7115,0.097667,0.49028,9.0216,58.64,0,0
1.7079,0.09818,0.49016,9.0328,58.713,0,0
1.7042,0.098693,0.49004,9.0441,58.786,0,0
1.7006,0.099207,0.48992,9.0553,58.86,0,0
1.697,0.09972,0.48981,9.0666,58.933,0,0
1.6934,0.10023,0.48969,9.0778,59.006,0,0
1.6897,0.10075,0.48957,9.0891,59.079,0,0
1.6861,0.10126,0.48945,9.1003,59.152,0,0
1.6796,0.10226,0.48926,9.1116,59.225,0,0
1.6728,0.10331,0.48905,9.1228,59.298,0,0
1.666,0.10436,0.48885,9.134,59.371,0,0
1.6592,0.10541,0.48865,9.1453,59.444,0,0
1.6524,0.10646,0.48844,9.1565,59.518,0,0
1.6456,0.10752,0.48824,9.1678,59.591,0,0
1.6388,0.10857,0.48804,9.179,59.664,0,0
1.632,0.10962,0.48783,9.1903,59.737,0,0
1.6252,0.11067,0.48763,9.2015,59.81,0,0
1.6184,0.11172,0.48742,9.2128,59.883,0,0
1.6117,0.11277,0.48722,9.224,59.956,0,0
1.6049,0.11382,0.48702,9.2353,60.029,0,0
1.5981,0.11487,0.48681,9.2465,60.102,0,0
1.5896,0.11634,0.48662,9.2578,60.175,0,0
1.5808,0.1179,0.48643,9.269,60.249,0,0
1.572,0.11947,0.48624,9.2802,60.322,0,0
1.5632,0.12103,0.48605,9.2915,60.395,0,0
1.5543,0.12259,0.48586,9.3027,60.468,0,0
1.5455,0.12416,0.48567,9.314,60.541,0,0
1.5367,0.12572,0.48548,9.3252,60.614,0,0
1.5279,0.12728,0.48529,9.3365,60.687,0,0
1.5191,0.12885,0.4851,9.3477,60.76,0,0
1.5102,0.13041,0.48491,9.359,60.833,0,0
1.5014,0.13198,0.48472,9.3702,60.906,0,0
1.4926,0.13354,0.48453,9.3815,60.979,0,0
1.4838,0.1351,0.48434,9.3927,61.053,0,0
1.4767,0.13653,0.48445,9.404,61.126,0,0
1.4706,0.13787,0.48474,9.4152,61.199,0,0
1.4645,0.13921,0.48503,9.4264,61.272,0,0
1.4584,0.14055,0.48531,9.4377,61.345,0,0
1.4523,0.14189,0.4856,9.4489,61.418,0,0
1.4462,0.14323,0.48589,9.4602,61.491,0,0
1.4401,0.14457,0.48618,9.4714,61.564,0,0
1.434,0.14591,0.48647,9.4827,61.637,0,0
1.4279,0.14725,0.48675,9.4939,61.71,0,0
1.4218,0.14859,0.48704,9.5052,61.784,0,0
1.4157,0.14993,0.48733,9.5164,61.857,0,0
1.4096,0.15127,0.48762,9.5277,61.93,0,0
1.4035,0.15261,0.4879,9.5389,62.003,0,0
1.3991,0.15369,0.48844,9.5502,62.076,0,0
1.3977,0.15431,0.48941,9.5614,62.149,0,0
1.3963,0.15493,0.49038,9.5726,62.222,0,0
1.3948,0.15556,0.49135,9.5839,62.295,0,0
1.3934,0.15618,0.49232,9.5951,62.368,0,0
1.392,0.1568,0.49329,9.6064,62.442,0,0
1.3906,0.15742,0.49426,9.6176,62.515,0,0
1.3892,0.15805,0.49523,9.6289,62.588,0,0
1.3877,0.15867,0.4962,9.6401,62.661,0,0
1.3863,0.15929,0.49717,9.6514,62.734,0,0
1.3849,0.15992,0.49814,9.6626,62.807,0,0
1.3835,0.16054,0.49911,9.6739,62.88,0,0
1.3821,0.16116,0.50008,9.6851,62.953,0,0
1.3807,0.16178,0.50105,9.6964,63.026,0,0
1.3807,0.16183,0.50122,9.7076,63.099,0,0
1.3807,0.16188,0.5014,9.7188,63.173,0,0
1.3808,0.16192,0.50157,9.7301,63.246,0,0
1.3808,0.16197,0.50174,9.7413,63.319,0,0
1.3809,0.16201,0.50191,9.7526,63.392,0,0
1.3809,0.16206,0.50208,9.7638,63.465,0,0
1.381,0.1621,0.50225,9.7751,63.538,0,0
1.381,0.16215,0.50242,9.7863,63.611,0,0
