Density,Mach,Pressure,Temperature,x,Points:0,Points:1,Points:2,z,Gamma,1-gamma-1/M2
13.495,0.17082,297660,459.58,1.4192,9.2247,0,0,0.905546170116459,0.92621070597505,-34.1968783277789
13.498,0.16737,297980,459.95,1.4304,9.2978,0,0,0.905589126415639,0.926405937375652,-35.6244784795645
13.502,0.16435,298320,460.32,1.4417,9.3709,0,0,0.905625312245837,0.926593353691475,-36.948653596173
13.507,0.16239,298690,460.7,1.4529,9.444,0,0,0.905665243311761,0.92677779942195,-37.847922303855
13.512,0.16084,299090,461.13,1.4642,9.5171,0,0,0.905697167032388,0.926992348879199,-38.5825436169328
13.516,0.16103,299640,461.77,1.4754,9.5902,0,0,0.905836927406202,0.927325965793267,-38.4917113417171
13.52,0.16122,300170,462.39,1.4867,9.6633,0,0,0.905954300479138,0.927648149877447,-38.401189764499
13.524,0.16143,300480,462.74,1.4979,9.7364,0,0,0.905935955550822,0.927825430376202,-38.3013337355488
13.527,0.16164,300800,463.09,1.5092,9.8095,0,0,0.906014335472847,0.927998678340722,-38.2018633055799
13.517,0.16323,300750,463.3,1.5204,9.8826,0,0,0.90612299630758,0.928185527660896,-37.4600413001404
13.507,0.16486,300690,463.51,1.5316,9.9557,0,0,0.906202189888563,0.92837519271473,-36.7217317371616
13.499,0.16688,300720,463.79,1.5429,10.029,0,0,0.906282231627365,0.928589539325802,-35.8366061850184
13.491,0.16898,300770,464.09,1.5541,10.102,0,0,0.906384131219835,0.928812179751777,-34.9498803640765
13.484,0.17108,300820,464.38,1.5654,10.175,0,0,0.906439006838222,0.929025956823596,-34.0956065692625
13.476,0.17317,300870,464.68,1.5766,10.248,0,0,0.906542216502976,0.929246790913586,-33.276086817175
13.465,0.17604,300840,464.94,1.5879,10.321,0,0,0.906685021848518,0.929462146284795,-32.1978508813438
13.453,0.17941,300750,465.18,1.5991,10.394,0,0,0.906754229220259,0.929681118980544,-30.9972097757699
13.441,0.18277,300660,465.42,1.6104,10.467,0,0,0.906824323566453,0.929899258515749,-29.8656515361423
13.428,0.18614,300570,465.67,1.6216,10.54,0,0,0.906943367199882,0.930124354733836,-28.7917361471451
13.408,0.18974,300340,465.95,1.6329,10.614,0,0,0.907055768226452,0.930418375945102,-27.7072181017414
13.372,0.19379,299840,466.3,1.6441,10.687,0,0,0.907302100324356,0.930854241184231,-26.5587761453557
13.336,0.19784,299340,466.66,1.6554,10.76,0,0,0.907533616969748,0.93129487982228,-25.4801705739546
13.3,0.20189,298840,467.02,1.6666,10.833,0,0,0.907769815212586,0.931732576086787,-24.4658468584102
13.263,0.20595,298330,467.4,1.6778,10.906,0,0,0.908009894124805,0.932185634554772,-23.5085267997718
13.208,0.21013,297710,468.2,1.6891,10.979,0,0,0.908341347256817,0.932982881463437,-22.5806711688461
13.153,0.21431,297090,468.99,1.7003,11.052,0,0,0.908706765449517,0.933762220834838,-21.7066045413599
13.097,0.2185,296470,469.79,1.7116,11.125,0,0,0.909136906093173,0.934538548413451,-20.8803465067732
13.042,0.22268,295850,470.58,1.7228,11.198,0,0,0.909532124246501,0.935297574827705,-20.1021246672594
12.99,0.22788,295170,471.2,1.7341,11.271,0,0,0.909875378052803,0.935946426509812,-19.1928997811466
12.939,0.23338,294460,471.76,1.7453,11.345,0,0,0.910182771206445,0.936556074378137,-18.2965582778722
12.888,0.23887,293750,472.33,1.7566,11.418,0,0,0.910481126435231,0.937166591009014,-17.462923393979
12.837,0.24437,293040,472.9,1.7678,11.491,0,0,0.9107898473148,0.937771058701988,-16.6835063707969
12.799,0.24951,292550,473.37,1.7791,11.564,0,0,0.91106101426128,0.938236187696192,-16.0011410675699
12.775,0.25426,292290,473.75,1.7903,11.637,0,0,0.911229887757336,0.938568664835064,-15.4069159744492
12.751,0.25902,292030,474.13,1.8016,11.71,0,0,0.911401874480401,0.938899152098073,-14.8439479398702
12.727,0.26377,291770,474.51,1.8128,11.783,0,0,0.911576986079415,0.939227666691606,-14.3122864350861
12.702,0.26864,291440,474.83,1.824,11.856,0,0,0.911723250381089,0.939535719615246,-13.7961983222521
12.67,0.27416,290710,474.76,1.8353,11.929,0,0,0.911870918740888,0.939706395746217,-13.2439998977419
12.638,0.27967,289980,474.7,1.8465,12.002,0,0,0.911999485189217,0.939883687162926,-12.7251045609758
12.606,0.28518,289250,474.63,1.8578,12.076,0,0,0.912147369392117,0.940054561820846,-12.2359983940675
12.574,0.2907,288530,474.57,1.869,12.149,0,0,0.912307760876429,0.940229050964802,-11.7736397156368
12.557,0.29557,288060,474.43,1.8803,12.222,0,0,0.912323893784413,0.940277838370041,-11.3869513766046
12.542,0.30032,287640,474.28,1.8915,12.295,0,0,0.912371693708575,0.940305505718535,-11.0277507851846
12.527,0.30506,287220,474.14,1.9028,12.368,0,0,0.912399703504036,0.940339798931494,-10.6859100590167
12.512,0.3098,286810,473.99,1.914,12.441,0,0,0.912478215552157,0.940364814418995,-10.3596319565099
12.496,0.31465,286290,473.74,1.9253,12.514,0,0,0.912471348826735,0.9403581415179,-10.0408966290011
12.477,0.31961,285660,473.4,1.9365,12.587,0,0,0.912504749466474,0.94032634508955,-9.72979864300775
12.458,0.32457,285020,473.06,1.9478,12.66,0,0,0.912504284222342,0.940297844507336,-9.43285561703742
12.439,0.32953,284390,472.71,1.959,12.733,0,0,0.912553203633864,0.940260158030872,-9.14920948608096
12.421,0.33458,283770,472.36,1.9702,12.807,0,0,0.912558962685024,0.940219733186003,-8.87327552386058
12.408,0.3402,283230,471.96,1.9815,12.88,0,0,0.912549445391246,0.940122759228519,-8.58047368189703
12.394,0.34582,282690,471.57,1.9927,12.953,0,0,0.912592543045777,0.940032284900625,-8.30183250302387
12.381,0.35144,282150,471.17,2.004,13.026,0,0,0.91257975676478,0.939935260304688,-8.03644083958725
12.368,0.35706,281610,470.78,2.0152,13.099,0,0,0.912545907685897,0.939844768809424,-7.78348379514161
12.351,0.3632,280940,470.31,2.0265,13.172,0,0,0.912538872555845,0.93974163798639,-7.52042436033691
12.332,0.36952,280230,469.82,2.0377,13.245,0,0,0.912585871073908,0.939637731974919,-7.26322905617444
12.314,0.37583,279520,469.33,2.049,13.318,0,0,0.912556059425962,0.939533920651984,-7.01927071436035
12.295,0.38215,278810,468.84,2.0602,13.391,0,0,0.912597524707801,0.939430206160659,-6.78693385198558
12.271,0.38931,277950,468.3,2.0715,13.464,0,0,0.912613092376185,0.939340366247399,-6.53728825758287
12.237,0.39797,276810,467.66,2.0827,13.538,0,0,0.912642565577133,0.939272492936485,-6.25319619950691
12.202,0.40664,275670,467.01,2.094,13.611,0,0,0.912759655678975,0.939198906589165,-5.98675362573511
12.168,0.41531,274520,466.37,2.1052,13.684,0,0,0.912742585271106,0.939136185685236,-5.73682929878549
12.134,0.42398,273380,465.73,2.1164,13.757,0,0,0.912751730587815,0.939071296336027,-5.50207384560865
12.089,0.43396,271950,464.93,2.1277,13.83,0,0,0.912925305819338,0.938993239752186,-5.24906755267041
12.045,0.44401,270490,464.13,2.1389,13.903,0,0,0.912911964912491,0.938926607623127,-5.01133832581109
12,0.45407,269040,463.33,2.1502,13.976,0,0,0.912996930750282,0.938858506027422,-4.78899969477721
11.955,0.46412,267590,462.53,2.1614,14.049,0,0,0.913070944263355,0.938792199887495,-4.58115879845646
11.897,0.47624,265760,461.52,2.1727,14.122,0,0,0.91324175079496,0.938710889232227,-4.34779375230807
11.829,0.49015,263590,460.33,2.1839,14.195,0,0,0.913346880168134,0.938623571930441,-4.10100606305996
11.761,0.50407,261420,459.13,2.1952,14.269,0,0,0.913446297572797,0.938533671802746,-3.87420024430951
11.692,0.51798,259250,457.94,2.2064,14.342,0,0,0.913577739681334,0.938455059085375,-3.66558056612036
11.621,0.53208,257010,456.7,2.2177,14.415,0,0,0.913691614666326,0.938370577089261,-3.47057744274543
11.521,0.54807,253970,455.1,2.2289,14.488,0,0,0.913922853143228,0.938321718235104,-3.26743013666944
11.42,0.56406,250930,453.49,2.2402,14.561,0,0,0.914203539300475,0.938275738406585,-3.08131201673059
11.32,0.58004,247900,451.88,2.2514,14.634,0,0,0.914389247029144,0.938236266881609,-2.91047789361447
11.219,0.59603,244860,450.27,2.2626,14.707,0,0,0.914565501421731,0.938210848508509,-2.75311596668888
11.106,0.61384,241600,448.61,2.2739,14.78,0,0,0.914943847227383,0.938242993933688,-2.59217400759147
10.986,0.63266,238230,446.92,2.2851,14.853,0,0,0.91548492300481,0.938308734819594,-2.43669305716056
10.865,0.65148,234850,445.23,2.2964,14.926,0,0,0.916010695211384,0.938393056497212,-2.29451532844643
10.745,0.67029,231470,443.54,2.3076,15,0,0,0.916388499155445,0.938492672351556,-2.16423312696186
10.625,0.68911,228100,441.85,2.3189,15.073,0,0,0.916738810196308,0.938604083352358,-2.04443208150605
10.505,0.70793,224720,440.16,2.3301,15.146,0,0,0.916978655678148,0.938735658790415,-1.93408694961267
10.384,0.72674,221340,438.47,2.3414,15.219,0,0,0.917232579415107,0.938883983308264,-1.83228179518824
10.264,0.74556,217970,436.78,2.3526,15.292,0,0,0.917363522827467,0.939045421352871,-1.73806048852431
10.144,0.76438,214590,435.09,2.3639,15.365,0,0,0.917371551043607,0.939228732324166,-1.65074633271438
10.002,0.7875,210550,432.61,2.3751,15.438,0,0,0.918112651119013,0.939135413477922,-1.55163226407001
9.8501,0.81252,206220,429.79,2.3864,15.511,0,0,0.919089843467181,0.938941587922078,-1.45365991566413
9.6985,0.83754,201880,426.97,2.3976,15.584,0,0,0.919846785209904,0.938778724745421,-1.36434983201015
9.5469,0.86257,197550,424.15,2.4088,15.657,0,0,0.920490518784911,0.938639692276349,-1.28267692938497
9.3953,0.88759,193210,421.34,2.4201,15.731,0,0,0.920895578793217,0.938543315484425,-1.20787522765479
9.2438,0.91261,188880,418.52,2.4313,15.804,0,0,0.921177554505413,0.938466921328339,-1.13915321618051
9.0922,0.93764,184540,415.7,2.4426,15.877,0,0,0.921224844406978,0.938429989742048,-1.07586802732723
8.9406,0.96266,180210,412.88,2.4538,15.95,0,0,0.921112139330892,0.938424855791473,-1.01750610697059
8.789,0.98768,175870,410.06,2.4651,16.023,0,0,0.920723063666629,0.938464181182858,-0.963567125136803
8.6606,1.016,171950,406.62,2.4763,16.096,0,0,0.921275652721695,0.937812318060645,-0.90656425556452
8.543,1.0458,168230,402.9,2.4876,16.169,0,0,0.922188923525855,0.936825743842435,-0.851155228909259
8.4254,1.0756,164500,399.17,2.4988,16.242,0,0,0.922872298812753,0.935831999614964,-0.80019946725754
8.3079,1.1055,160770,395.45,2.5101,16.315,0,0,0.923307369341734,0.934844137557541,-0.753087528554531
8.1903,1.1353,157040,391.73,2.5213,16.389,0,0,0.923523125232738,0.933855484987511,-0.709707199676826
8.0727,1.1651,153320,388,2.5326,16.462,0,0,0.92357549629828,6.64076338445446,-6.37743442152027
7.9552,1.195,149590,384.28,2.5438,16.535,0,0,0.923268052142233,6.63480721132673,-6.33507506378029
7.8376,1.2248,145860,380.55,2.555,16.608,0,0,0.922710618143944,6.62996661745916,-6.29657327175076
7.72,1.2546,142140,376.83,2.5663,16.681,0,0,0.921886957606408,6.62621371602882,-6.26152919044087
7.6405,1.2791,139420,373.56,2.5775,16.754,0,0,0.921652195578932,6.62370037778425,-6.23491115326397
7.5854,1.3001,137350,370.59,2.5888,16.827,0,0,0.921893198117406,6.62203815290989,-6.21366310651688
7.5302,1.3211,135280,367.62,2.6,16.9,0,0,0.922044927938319,6.62098844858888,-6.19395413634959
7.4751,1.3422,133210,364.65,2.6113,16.973,0,0,0.922078156342752,6.62053095305401,-6.17562367230026
7.42,1.3632,131140,361.67,2.6225,17.046,0,0,0.922025470286389,6.62064722131102,-6.15876934214242
7.3649,1.3842,129070,358.7,2.6338,17.119,0,0,0.921830788951929,6.62131974284799,-6.14323778497224
7.3097,1.4052,127000,355.73,2.645,17.193,0,0,0.921526451464428,6.62253006523877,-6.12896507151735
7.2546,1.4263,124930,352.75,2.6563,17.266,0,0,0.92110762278126,6.62426781310602,-6.11582973730728
7.1995,1.4473,122860,349.78,2.6675,17.339,0,0,0.920528696931316,6.62650672282289,-6.10390722970479
7.1649,1.4642,121340,347.29,2.6788,17.412,0,0,0.920080252017419,6.62874382266849,-6.09518748324296
7.1529,1.4766,120420,345.33,2.69,17.485,0,0,0.919827291668547,6.63071881916306,-6.08936129357664
7.141,1.4889,119510,343.37,2.7012,17.558,0,0,0.919617008954903,6.632898124361,-6.08399408703815
7.129,1.5013,118600,341.4,2.7125,17.631,0,0,0.919425803422214,6.63529065620528,-6.07896573060483
7.1171,1.5137,117690,339.44,2.7237,17.704,0,0,0.919173735881108,6.63786870316956,-6.07430451363735
7.1051,1.5261,116780,337.48,2.735,17.777,0,0,0.91891293766819,6.6406394117956,-6.07001170372577
7.0931,1.5384,115860,335.52,2.7462,17.851,0,0,0.918550755640533,6.64359947838881,-6.06613328041692
7.0812,1.5508,114950,333.56,2.7575,17.924,0,0,0.918231696552556,6.64674331641786,-6.06254707939534
7.0692,1.5632,114040,331.6,2.7687,17.997,0,0,0.917902490850721,6.65006769107817,-6.05930093595601
7.0618,1.5731,113400,330.18,2.78,18.07,0,0,0.91763719390325,6.6525852614807,-6.05668385408571
7.066,1.5767,113450,330.14,2.7912,18.143,0,0,0.917607280236535,6.65265251197891,-6.05490789516057
7.0702,1.5803,113500,330.1,2.8025,18.216,0,0,0.91757752697371,6.65271983801564,-6.05314459418169
7.0743,1.5838,113550,330.07,2.8137,18.289,0,0,0.917533105053985,6.65276946489583,-6.05142639925175
7.0785,1.5874,113600,330.03,2.825,18.362,0,0,0.917503661289779,6.65283692333372,-6.0496877123104
7.0827,1.591,113650,330,2.8362,18.435,0,0,0.917446574962856,6.65288664999426,-6.04794354016173
7.0868,1.5946,113700,329.96,2.8474,18.508,0,0,0.917430393294735,6.65295424071889,-6.04622936817975
7.091,1.5982,113750,329.93,2.8587,18.581,0,0,0.917373611378409,6.65300406707344,-6.0445094587056
7.0952,1.6018,113800,329.89,2.8699,18.655,0,0,0.917344791888827,6.65307178997049,-6.04281936465318
7.1,1.6053,113860,329.86,2.8812,18.728,0,0,0.917291367653393,6.65312098342755,-6.04117089482624
7.1288,1.6038,114430,330.21,2.8924,18.801,0,0,0.917185914427675,6.65245645845412,-6.0412325789415
7.1576,1.6023,115000,330.56,2.9037,18.874,0,0,0.917073716316308,6.65179730460961,-6.04130167467142
7.1864,1.6009,115570,330.91,2.9149,18.947,0,0,0.916954878409254,6.65114354331088,-6.04132946069656
7.2153,1.5994,116140,331.26,2.9262,19.02,0,0,0.916816797276273,6.65049519563832,-6.04141332926568
7.2441,1.598,116710,331.61,2.9374,19.093,0,0,0.916685040305047,6.64985228278947,-6.04145567940069
7.2729,1.5965,117280,331.96,2.9487,19.166,0,0,0.916546947949847,6.64921482595874,-6.04155443433907
7.3017,1.5951,117850,332.31,2.9599,19.239,0,0,0.916402618399462,6.64858284633817,-6.0416114604209
7.3306,1.5936,118420,332.66,2.9712,19.312,0,0,0.916239649196078,6.64795636511861,-6.04172521562102
7.3594,1.5921,118990,333.01,2.9824,19.386,0,0,0.916083184332568,6.64733540349044,-6.04184658364337
7.4258,1.5858,120370,333.91,2.9936,19.459,0,0,0.915945676902159,6.64577062465165,-6.04342262637377
7.5079,1.5775,122100,335.04,3.0049,19.532,0,0,0.915850643413349,6.6438587294035,-6.04570622325649
7.5901,1.5692,123820,336.17,3.0161,19.605,0,0,0.915605679924004,6.64200680219342,-6.04811653798233
7.6723,1.5608,125550,337.3,3.0274,19.678,0,0,0.915374753322717,6.64021402748768,-6.0507067737853
7.7544,1.5525,127270,338.43,3.0386,19.751,0,0,0.915025339134191,6.6384826752083,-6.05337631981559
7.8366,1.5441,129000,339.57,3.0499,19.824,0,0,0.914654017329691,6.63679860887064,-6.05621862639812
7.9187,1.5358,130720,340.7,3.0611,19.897,0,0,0.914197745603647,6.63519128609249,-6.05915693836254
8.0009,1.5275,132450,341.83,3.0724,19.97,0,0,0.913749338681065,6.63364598624597,-6.06223157344841
8.083,1.5191,134170,342.96,3.0836,20.043,0,0,0.913194949394674,6.63216504963483,-6.06550354648524
8.1863,1.5091,136360,344.3,3.0949,20.117,0,0,0.912822726680132,6.6304798464472,-6.06958037693729
8.3341,1.4957,139530,346.07,3.1061,20.19,0,0,0.912786197715742,6.62837078262747,-6.07537437428792
8.4818,1.4822,142690,347.84,3.1174,20.263,0,0,0.912536234757814,6.62642401595815,-6.08160738102353
8.6296,1.4687,145860,349.62,3.1286,20.336,0,0,0.91216500250243,6.62463262932752,-6.08822236346479
8.7773,1.4552,149020,351.39,3.1398,20.409,0,0,0.911629455317145,6.62301827837702,-6.0952494247185
8.9251,1.4417,152190,353.16,3.1511,20.482,0,0,0.911015253256498,6.62157309769111,-6.10268954418582
9.0729,1.4283,155350,354.93,3.1623,20.555,0,0,0.910220378988116,6.62030180667206,-6.1104880597525
9.2206,1.4148,158520,356.7,3.1736,20.628,0,0,0.909381055217834,6.619205581103,-6.11879116486956
9.3684,1.4013,161680,358.48,3.1848,20.701,0,0,0.908343420129699,6.61828633343244,-6.1275442113297
9.5161,1.3878,164850,360.25,3.1961,20.774,0,0,0.907298295976171,6.61755230733429,-6.13676611544753
9.7005,1.3741,168830,362.05,3.2073,20.848,0,0,0.907007919395026,6.61692169323733,-6.14654040520875
9.8901,1.3603,172920,363.85,3.2186,20.921,0,0,0.906663839674972,6.61647232826478,-6.15689132127083
10.08,1.3466,177020,365.66,3.2298,20.994,0,0,0.906167495348702,6.6162185899159,-6.16768971745752
10.269,1.3328,181120,367.46,3.2411,21.067,0,0,0.905633158761911,6.61616314562396,-6.17911341576804
10.459,1.319,185210,369.27,3.2523,21.14,0,0,0.904803710124179,6.6163147143187,-6.19110630925617
10.649,1.3053,189310,371.07,3.2636,21.213,0,0,0.903926283571738,6.6166684590744,-6.20358902006317
10.838,1.2915,193400,372.87,3.2748,21.286,0,0,0.902971432642641,6.61723292909125,-6.21676328698539
11.028,1.2777,197500,374.68,3.286,21.359,0,0,0.901849276838015,6.61801735665822,-6.23056829631779
11.217,1.264,201600,376.48,3.2973,21.432,0,0,0.900732905133345,6.61901321609119,-6.24491451396012
11.399,1.252,205540,378.13,3.3085,21.505,0,0,0.89973081353709,6.62009964771182,-6.25805655244699
11.567,1.2432,209230,379.49,3.3198,21.579,0,0,0.899346427113211,6.621084410558,-6.26810484522322
11.735,1.2344,212920,380.85,3.331,21.652,0,0,0.898883759734404,6.62219784874968,-6.27847634436196
11.903,1.2256,216610,382.22,3.3423,21.725,0,0,0.89832356225386,6.62345490675435,-6.28919160139403
12.07,1.2168,220300,383.58,3.3535,21.798,0,0,0.897791320790726,6.62483271412168,-6.30023355641677
12.238,1.208,223990,384.94,3.3648,21.871,0,0,0.897117377731795,6.62634534865963,-6.31162231019641
12.406,1.1992,227680,386.3,3.376,21.944,0,0,0.896380764003609,6.62799502137593,-6.32336631849596
12.574,1.1904,231370,387.67,3.3873,22.017,0,0,0.895561730200047,6.6298012889558,-6.33549161442695
12.742,1.1816,235060,389.03,3.3985,22.09,0,0,0.8947097463795,6.63173316734446,-6.34797393242253
12.91,1.1728,238750,390.39,3.4098,22.163,0,0,0.893804596787962,6.63380932870502,-6.36083891613376
13.041,1.169,241610,391.32,3.421,22.236,0,0,0.893297453538468,6.6352669430307,-6.36703083794648
13.162,1.1665,244260,392.14,3.4322,22.31,0,0,0.892921853736633,6.63659095801841,-6.3714947930957
13.283,1.1639,246900,392.95,3.4435,22.383,0,0,0.892507253954375,6.63794808719287,-6.37613894719268
13.404,1.1614,249550,393.77,3.4547,22.456,0,0,0.892081760338667,6.63937877946767,-6.38075108154343
13.525,1.1589,252190,394.59,3.466,22.529,0,0,0.89159709222361,6.6408655116218,-6.38543986716608
13.647,1.1564,254840,395.4,3.4772,22.602,0,0,0.891082409012439,6.64238220860008,-6.39017940743552
13.768,1.1539,257490,396.22,3.4885,22.675,0,0,0.890588835924613,6.64397789419773,-6.39501890651209
13.889,1.1513,260130,397.03,3.4997,22.748,0,0,0.890062020232237,6.64560630974305,-6.40004332926145
14.01,1.1488,262780,397.85,3.511,22.821,0,0,0.889526602983393,6.64731506015078,-6.4050392398204
14.126,1.1466,265260,398.55,3.5222,22.894,0,0,0.888983868444632,6.64878636522289,-6.40942104975681
14.213,1.1465,266780,398.61,3.5335,22.968,0,0,0.888471400979937,6.64871490628438,-6.40948228473134
14.3,1.1463,268310,398.66,3.5447,23.041,0,0,0.888019064949518,6.64861516669662,-6.40964803715987
14.387,1.1462,269830,398.71,3.556,23.114,0,0,0.88753807233787,6.64851692432265,-6.40968259291337
14.474,1.1461,271350,398.76,3.5672,23.187,0,0,0.887061643331913,6.64841865310059,-6.40971715458118
14.561,1.1459,272870,398.81,3.5784,23.26,0,0,0.8865896965865,6.6483203528576,-6.40988462445363
14.648,1.1458,274400,398.87,3.5897,23.333,0,0,0.886132230323951,6.64824732921544,-6.40994453806133
14.735,1.1456,275920,398.92,3.6009,23.406,0,0,0.885668831438548,6.64814898629315,-6.41011217408379
14.823,1.1455,277440,398.97,3.6122,23.479,0,0,0.885149965663384,6.64805061380856,-6.41014684331842
14.91,1.1454,278970,399.02,3.6234,23.552,0,0,0.884727089360277,6.6479506795603,-6.4101799856368
14.979,1.1466,279920,398.74,3.6347,23.625,0,0,0.884271106224788,6.64705679039867,-6.40769147493259
15.027,1.1496,280120,398,3.6459,23.698,0,0,0.883716348908301,6.64508674518906,-6.40175670004068
15.074,1.1526,280330,397.27,3.6572,23.772,0,0,0.883241417589949,6.64319542447925,-6.39593156766821
15.121,1.1556,280530,396.54,3.6684,23.845,0,0,0.882746341784037,6.6413585398298,-6.39019146873344
15.168,1.1586,280730,395.81,3.6797,23.918,0,0,0.882262608796252,6.63957389273546,-6.38453388823471
15.215,1.1616,280940,395.08,3.6909,23.991,0,0,0.881821547489117,6.63783936625223,-6.37895639681329
15.263,1.1647,281140,394.35,3.7022,24.064,0,0,0.881302539410713,6.63615721900886,-6.37333434178724
15.31,1.1677,281350,393.62,3.7134,24.137,0,0,0.880883960375988,6.6345239381879,-6.36791808505282
15.357,1.1707,281550,392.89,3.7246,24.21,0,0,0.880445144411604,6.63294175894795,-6.36258197503557
15.404,1.1737,281750,392.16,3.7359,24.283,0,0,0.880017383803743,6.63140865056499,-6.35732368443158
15.411,1.1761,281460,391.65,3.7471,24.356,0,0,0.87985653169306,6.6304256829262,-6.35338107308675
15.396,1.1783,280900,391.27,3.7584,24.43,0,0,0.879815111070881,6.62975523578428,-6.35001349100807
15.381,1.1804,280350,390.88,3.7696,24.503,0,0,0.879825751320577,6.62907626974335,-6.34677404227358
15.366,1.1826,279790,390.5,3.7809,24.576,0,0,0.879780742753233,6.62843013792772,-6.34346011670363
15.351,1.1847,279240,390.11,3.7921,24.649,0,0,0.87978794107923,6.62777602362652,-6.34027332388519
15.336,1.1869,278680,389.73,3.8034,24.722,0,0,0.879739303143681,6.62715394015036,-6.33701236378579
15.321,1.189,278130,389.34,3.8146,24.795,0,0,0.87974301859801,6.62652440664724,-6.33387755482853
15.306,1.1912,277570,388.96,3.8259,24.868,0,0,0.879690709384708,6.62592611159153,-6.33066888386241
15.291,1.1933,277020,388.57,3.8371,24.941,0,0,0.879690900533256,6.62532089506281,-6.32758540103669
15.276,1.1955,276460,388.19,3.8484,25.014,0,0,0.879634877639759,6.62474613528816,-6.32442835711506
15.218,1.1998,275130,387.71,3.8596,25.087,0,0,0.87982742687182,6.62411816553547,-6.31879414934463
15.15,1.2047,273630,387.2,3.8708,25.16,0,0,0.880115884658792,6.62348116374524,-6.31251758620364
15.081,1.2095,272120,386.7,3.8821,25.234,0,0,0.880400500282958,6.6228804037992,-6.30645868316773
15.013,1.2144,270620,386.2,3.8933,25.307,0,0,0.880651878996266,6.62229665053765,-6.30036969929295
14.945,1.2192,269110,385.7,3.9046,25.38,0,0,0.88086308163401,6.62173237545265,-6.29447677649701
14.876,1.2241,267610,385.19,3.9158,25.453,0,0,0.881181346196039,6.6211703342053,-6.28853960278881
14.808,1.2289,266100,384.69,3.9271,25.526,0,0,0.881376977760355,6.62064250035649,-6.28280855238628
14.74,1.2337,264600,384.19,3.9383,25.599,0,0,0.881597662923644,6.6201312802248,-6.27715473048897
14.671,1.2386,263090,383.69,3.9496,25.672,0,0,0.881836912397846,6.6196390879196,-6.27147434703937
14.603,1.2434,261590,383.18,3.9608,25.745,0,0,0.882064512925772,6.61915027136737,-6.26596257722504
14.502,1.2503,259370,382.39,3.9721,25.818,0,0,0.882489293697016,6.61841654777295,-6.25810945832957
14.398,1.2574,257080,381.56,3.9833,25.892,0,0,0.882932315334913,6.61768775769754,-6.25017691955301
14.293,1.2645,254790,380.73,3.9946,25.965,0,0,0.883417537689358,6.61700703316384,-6.24241344961478
14.189,1.2716,252500,379.9,4.0058,26.038,0,0,0.883821232411857,6.61637393736409,-6.23481591677027
14.084,1.2787,250210,379.08,4.017,26.111,0,0,0.884243558873626,6.61579807580326,-6.22739130619767
13.98,1.2857,247920,378.25,4.0283,26.184,0,0,0.884605398715492,6.61525837231364,-6.22021008721533
13.876,1.2928,245630,377.42,4.0395,26.257,0,0,0.884945116874748,6.61476504860384,-6.21309027407193
13.771,1.2999,243340,376.6,4.0508,26.33,0,0,0.885302804799873,6.61432598142111,-6.20613300148451
13.667,1.307,241050,375.77,4.062,26.403,0,0,0.885596654024019,6.61392364546759,-6.19931839763779
13.563,1.3141,238760,374.94,4.0733,26.476,0,0,0.885866265698751,6.61356651520668,-6.19265265369649
13.446,1.3226,236230,373.96,4.0845,26.549,0,0,0.886422808477735,6.61318320570375,-6.18484999558367
13.328,1.3311,233680,372.96,4.0958,26.622,0,0,0.886989408813233,6.61285282289948,-6.17724194298755
13.21,1.3397,231130,371.96,4.107,26.696,0,0,0.887526630464448,6.61258674836927,-6.16975310591354
13.092,1.3482,228590,370.97,4.1183,26.769,0,0,0.888048267529497,6.61238772271661,-6.16255069089071
12.974,1.3568,226040,369.97,4.1295,26.842,0,0,0.888523719284594,6.61224772349375,-6.15545844127588
12.856,1.3654,223490,368.97,4.1408,26.915,0,0,0.888966317196151,6.61217016824087,-6.14855958816125
12.739,1.3739,220950,367.97,4.152,26.988,0,0,0.889345241930679,6.61215341683144,-6.1419263342794
12.621,1.3825,218400,366.98,4.1632,27.061,0,0,0.889693876303948,6.61220083881653,-6.13540322985146
12.503,1.3911,215850,365.98,4.1745,27.134,0,0,0.890029905459219,6.61230643696928,-6.12905978461761
12.385,1.3996,213300,364.98,4.1857,27.207,0,0,0.890327746460774,6.6124721469543,-6.12296789877201
12.271,1.4083,210890,363.96,4.197,27.28,0,0,0.890935993734166,6.61268347651433,-6.11689137123112
12.159,1.417,208500,362.93,4.2082,27.354,0,0,0.891475603393072,6.61295525634645,-6.11099075532074
12.046,1.4257,206100,361.9,4.2195,27.427,0,0,0.892011965847557,6.61329048530422,-6.10526624020769
11.933,1.4344,203710,360.87,4.2307,27.5,0,0,0.8925572026277,6.61368660112039,-6.09971253888605
11.82,1.4432,201310,359.84,4.242,27.573,0,0,0.893022835960665,6.61414495346187,-6.09426181621082
11.708,1.4519,198920,358.81,4.2532,27.646,0,0,0.893419297679439,6.61466303675768,-6.08904327569741
11.595,1.4606,196530,357.78,4.2645,27.719,0,0,0.893853143579786,6.61524123925675,-6.08398705862997
11.482,1.4693,194130,356.75,4.2757,27.792,0,0,0.894201225275855,6.61587991691559,-6.07909110746428
11.369,1.478,191740,355.72,4.287,27.865,0,0,0.89455346714544,6.6165766426187,-6.07435065240774
11.256,1.4867,189340,354.69,4.2982,27.938,0,0,0.894815450771791,6.61733270201904,-6.06976470478047
11.157,1.4948,187260,353.73,4.3094,28.011,0,0,0.895261322456466,6.61807536111373,-6.06561738513077
