Density,Mach,Pressure,Temperature,x,Points:0,Points:1,Points:2,z,Gamma,1-gamma-1/M2
11.061,1.5028,185270,352.79,4.3207,28.084,0,0,0.895815501255326,6.61884690687732,-6.06163672645215
10.966,1.5108,183280,351.85,4.3319,28.158,0,0,0.896258752147282,6.61966611387469,-6.05777902068793
10.87,1.5187,181290,350.91,4.3432,28.231,0,0,0.896752695255668,6.62053256379377,-6.05409935882757
10.774,1.5267,179300,349.98,4.3544,28.304,0,0,0.897189581886455,6.62143771932149,-6.05047258706671
10.679,1.5347,177310,349.04,4.3657,28.377,0,0,0.897535373069242,6.62239690410785,-6.04697053103175
10.583,1.5426,175320,348.1,4.3769,28.45,0,0,0.897930602306634,6.62340209822269,-6.04363818719366
10.487,1.5506,173330,347.16,4.3882,28.523,0,0,0.898290733635849,6.62445289376917,-6.04036392634001
10.392,1.5586,171340,346.22,4.3994,28.596,0,0,0.898527974520968,6.62554888495145,-6.03720128915215
10.296,1.5665,169340,345.29,4.4107,28.669,0,0,0.898733957136601,6.62667989157015,-6.03419076523374
10.214,1.5736,167660,344.46,4.4219,28.742,0,0,0.899122656704639,6.62771728766853,-6.03155912227094
10.142,1.5801,166180,343.7,4.4332,28.816,0,0,0.899497056867606,6.62869261097196,-6.0292187404936
10.07,1.5866,164700,342.95,4.4444,28.889,0,0,0.899823750096119,6.62968484306645,-6.02693593542353
9.9978,1.5931,163230,342.19,4.4556,28.962,0,0,0.900227659587057,6.63071619522083,-6.02473225596954
9.9256,1.5997,161750,341.44,4.4669,29.035,0,0,0.90052806624634,6.63176408758114,-6.02253561316517
9.8534,1.6062,160270,340.68,4.4781,29.108,0,0,0.900831606447069,6.63285225366904,-6.020467415878
9.7812,1.6127,158800,339.93,4.4894,29.181,0,0,0.901141509242055,6.63395418069727,-6.01845106780855
9.709,1.6192,157320,339.18,4.5006,29.254,0,0,0.901370480909695,6.63508382862101,-6.01649991854587
9.6367,1.6257,155850,338.42,4.5119,29.327,0,0,0.901667833430995,6.63625346259943,-6.01462563506061
9.5645,1.6322,154370,337.67,4.5231,29.4,0,0,0.901845796197419,6.63743671329977,-6.01280126171873
9.5036,1.638,153100,336.96,4.5344,29.473,0,0,0.902054594187413,6.63857095541916,-6.01128195084077
9.4645,1.6424,152220,336.35,4.5456,29.546,0,0,0.902208138549554,6.63954797659866,-6.01026465676139
9.4254,1.6467,151340,335.74,4.5569,29.62,0,0,0.902349919352599,6.64054241961074,-6.00932553515902
9.3863,1.6511,150470,335.13,4.5681,29.693,0,0,0.902539699471184,6.64155340937919,-6.00837361096442
9.3472,1.6555,149590,334.52,4.5794,29.766,0,0,0.902657654225755,6.64258236274321,-6.00745528069852
9.3082,1.6599,148720,333.91,4.5906,29.839,0,0,0.902814187786876,6.64362764585917,-6.00656874500836
9.2691,1.6642,147840,333.31,4.6018,29.912,0,0,0.902880291390974,6.64467418166533,-6.00574215197416
9.23,1.6686,146970,332.7,4.6131,29.985,0,0,0.903021982696005,6.64575302825307,-6.00491927925664
9.1909,1.673,146090,332.09,4.6243,30.058,0,0,0.903089474137173,6.64684937621054,-6.00412889276848
9.1518,1.6774,145220,331.48,4.6356,30.131,0,0,0.903205787991631,6.64796162183929,-6.00336923179007
9.1134,1.6817,144350,330.87,4.6468,30.204,0,0,0.903239859826736,6.64909040057533,-6.00268282482087
9.1091,1.6836,144150,330.58,4.6581,30.278,0,0,0.903205829557039,6.64961709715798,-6.00241188952301
9.1047,1.6855,143950,330.3,4.6693,30.351,0,0,0.903153533840893,6.65012971656321,-6.00212957294727
9.1004,1.6875,143750,330.01,4.6806,30.424,0,0,0.90311779955432,6.65066381330449,-6.0018297941001
9.0961,1.6894,143550,329.72,4.6918,30.497,0,0,0.903081217563237,6.65120165697415,-6.00157819753249
9.0918,1.6913,143350,329.43,4.7031,30.57,0,0,0.903043784514352,6.65174323498652,-6.00133299437539
9.0874,1.6932,143150,329.14,4.7143,30.643,0,0,0.903015433936553,6.65228853475657,-6.00109416011511
9.0831,1.6951,142950,328.86,4.7256,30.716,0,0,0.902948835157541,6.65281905082475,-6.00084317743027
9.0788,1.6971,142750,328.57,4.7368,30.789,0,0,0.902908809926551,6.6533716279583,-6.00057595830737
9.0744,1.699,142550,328.28,4.748,30.862,0,0,0.902877869680444,6.65392788953504,-6.00035609350226
9.0701,1.7009,142350,327.99,4.7593,30.935,0,0,0.902836116020964,6.65448782296948,-6.00014250003103
9.0739,1.7012,142390,327.94,4.7705,31.008,0,0,0.902849245252497,6.65457937143587,-6.00011214953212
9.0826,1.7006,142560,328.03,4.7818,31.082,0,0,0.902813542406705,6.65439723187022,-6.00017387241475
9.0912,1.7,142730,328.12,4.793,31.155,0,0,0.90278738372734,6.65421543401498,-6.00023619526065
9.0999,1.6994,142890,328.21,4.8043,31.228,0,0,0.902687726721111,6.65403469962031,-6.00029984018477
9.1085,1.6988,143060,328.31,4.8155,31.301,0,0,0.902633353691746,6.65383484794242,-6.00034462680875
9.1171,1.6982,143230,328.4,4.8268,31.374,0,0,0.902606081892546,6.65365411689347,-6.00040879341081
9.1258,1.6976,143400,328.49,4.838,31.447,0,0,0.902568519905573,6.65347372900411,-6.00047356288835
9.1344,1.697,143570,328.58,4.8493,31.52,0,0,0.902540459655789,6.65329368462606,-6.00053893596044
9.1431,1.6964,143740,328.67,4.8605,31.593,0,0,0.902502131637939,6.6531139841112,-6.00060491334698
9.1517,1.6958,143910,328.76,4.8718,31.666,0,0,0.902473288856411,6.65293462781107,-6.00067149576819
9.1649,1.6947,144170,328.91,4.883,31.74,0,0,0.902389888866541,6.65263815896274,-6.00082659320911
9.2011,1.6913,144910,329.32,4.8942,31.813,0,0,0.902328405676061,6.65183059315335,-6.00142035254222
9.2373,1.6879,145640,329.74,4.9055,31.886,0,0,0.902169454237018,6.65101285698503,-6.00201241826717
9.2734,1.6845,146370,330.15,4.9167,31.959,0,0,0.902040233101683,6.65022066539955,-6.00263857383275
9.3096,1.681,147100,330.56,4.928,32.032,0,0,0.901893967305665,6.64943575845355,-6.00332272907845
9.3457,1.6776,147830,330.98,4.9392,32.105,0,0,0.901722942929607,6.64864060827612,-6.00396348135888
9.3819,1.6742,148560,331.39,4.9505,32.178,0,0,0.901562465431107,6.64787055467601,-6.00463808727789
9.418,1.6708,149300,331.8,4.9617,32.251,0,0,0.901465001507083,6.64710714451458,-6.00532816505016
9.4542,1.6674,150030,332.22,4.973,32.324,0,0,0.901263286897796,6.64633489055555,-6.00601829952096
9.4903,1.664,150760,332.63,4.9842,32.397,0,0,0.901091518973909,6.64558727746911,-6.00674204817917
9.5265,1.6605,151490,333.05,4.9955,32.471,0,0,0.900876558109333,6.64483052714674,-6.00750938562591
9.5942,1.6545,152880,333.79,5.0067,32.544,0,0,0.900726033857138,6.64350862265985,-6.00882274120118
9.6802,1.6469,154650,334.73,5.018,32.617,0,0,0.900523575387703,6.64186465488355,-6.01055820561964
9.7661,1.6393,156410,335.66,5.0292,32.69,0,0,0.900259865439576,6.64027699300231,-6.01239708721612
9.852,1.6316,158180,336.59,5.0404,32.763,0,0,0.900015708249885,6.63872821804555,-6.01436888823418
9.938,1.624,159940,337.53,5.0517,32.836,0,0,0.899642264920057,6.63720572913228,-6.01637047469757
10.024,1.6164,161710,338.46,5.0629,32.909,0,0,0.899316578305696,6.63573785888936,-6.01847650516175
10.11,1.6088,163480,339.4,5.0742,32.982,0,0,0.898929775383799,6.63429717937062,-6.02066049540394
10.196,1.6012,165240,340.33,5.0854,33.055,0,0,0.898481741833444,6.63291256641094,-6.02295228743206
10.282,1.5936,167010,341.27,5.0967,33.128,0,0,0.898030101913309,6.63155605623595,-6.02532490673836
10.368,1.586,168780,342.2,5.1079,33.201,0,0,0.897573700979521,6.63025468126031,-6.02780639876324
10.455,1.5783,170580,343.15,5.1192,33.275,0,0,0.8971069063533,6.62896972604071,-6.0304099506539
10.597,1.5671,173550,344.54,5.1304,33.348,0,0,0.896863117885017,6.62714239832543,-6.03434128204996
10.738,1.5559,176520,345.94,5.1417,33.421,0,0,0.896589954080066,6.62540093179854,-6.03848328119829
10.879,1.5447,179490,347.33,5.1529,33.494,0,0,0.896258143776109,6.62376797646018,-6.04286223087954
11.021,1.5334,182470,348.73,5.1642,33.567,0,0,0.895788103010359,6.62222409687669,-6.047517926855
11.162,1.5222,185440,350.12,5.1754,33.64,0,0,0.895300054732381,6.62079074023319,-6.05236602402717
11.304,1.511,188410,351.51,5.1866,33.713,0,0,0.89466046534928,6.61945879672579,-6.05745573162324
11.445,1.4998,191380,352.91,5.1979,33.786,0,0,0.894006999391384,6.61822303590466,-6.06278602257554
11.586,1.4886,194360,354.3,5.2091,33.859,0,0,0.893359673268344,6.61709779849995,-6.0683755997171
11.728,1.4774,197330,355.7,5.2204,33.932,0,0,0.892502464053983,6.61607392391694,-6.07421983052345
11.869,1.4662,200300,357.09,5.2316,34.006,0,0,0.891688696901009,6.61516266799888,-6.0803346725112
12.014,1.4554,203360,358.45,5.2429,34.079,0,0,0.89099127506389,6.61436131314376,-6.08646268108769
12.163,1.4455,206560,359.73,5.2541,34.152,0,0,0.890744174806916,6.6136720420663,-6.09226224932099
12.313,1.4357,209760,361.02,5.2654,34.225,0,0,0.890331344967156,6.61307381365732,-6.09821997478137
12.463,1.4258,212960,362.3,5.2766,34.298,0,0,0.889879576540691,6.61257224345537,-6.10447899029287
12.613,1.4159,216160,363.59,5.2879,34.371,0,0,0.889342682923126,6.61216549387401,-6.1109751320594
12.763,1.406,219370,364.87,5.2991,34.444,0,0,0.888813085246736,6.61185511621311,-6.11771397349819
12.912,1.3961,222570,366.16,5.3104,34.517,0,0,0.8882318448064,6.61164444506248,-6.12470301442811
13.062,1.3862,225770,367.44,5.3216,34.59,0,0,0.8875529085711,6.6115319156998,-6.13194500462189
13.212,1.3763,228970,368.73,5.3328,34.664,0,0,0.886799983019606,6.61152212577017,-6.13944901195091
13.362,1.3665,232180,370.01,5.3441,34.737,0,0,0.886061789059915,6.61161023734993,-6.14713644339177
13.511,1.3566,235380,371.3,5.3553,34.81,0,0,0.885281208453185,6.61180631004836,-6.15517720791595
13.629,1.3506,237860,372.19,5.3666,34.883,0,0,0.884742425217646,6.61197326162019,-6.16018270104556
13.724,1.3472,239840,372.83,5.3778,34.956,0,0,0.884411102040353,6.61210262563496,-6.16308264718754
13.82,1.3438,241830,373.47,5.3891,35.029,0,0,0.884037202452527,6.61225658112753,-6.16602824126918
13.915,1.3404,243820,374.1,5.4003,35.102,0,0,0.883735982958082,6.61242990742834,-6.16901447653526
14.011,1.337,245810,374.74,5.4116,35.175,0,0,0.883333073922596,6.6126352648842,-6.17205422997031
14.106,1.3337,247800,375.38,5.4228,35.248,0,0,0.882979097861812,6.61286677813712,-6.17505753070753
14.202,1.3303,249780,376.01,5.4341,35.321,0,0,0.882536931190445,6.61311798190556,-6.17818611734102
14.297,1.3269,251770,376.65,5.4453,35.395,0,0,0.882155652707638,6.61340186787905,-6.18136953320724
14.393,1.3235,253760,377.28,5.4566,35.468,0,0,0.881723035715128,6.61370376171196,-6.18459333183068
14.488,1.3201,255750,377.92,5.4678,35.541,0,0,0.881315604037735,6.61404067481885,-6.18787475543431
14.584,1.3167,257730,378.56,5.479,35.614,0,0,0.880800850990064,6.61440575174564,-6.19120718235623
14.629,1.3162,258600,378.74,5.4903,35.687,0,0,0.880636813017453,6.61447659202146,-6.191716338229
14.66,1.3165,259120,378.79,5.5015,35.76,0,0,0.880425453925934,6.61446395975854,-6.19144065667946
14.691,1.3168,259650,378.84,5.5128,35.833,0,0,0.880248453332681,6.61445027126745,-6.19116409866891
14.722,1.3171,260180,378.89,5.524,35.906,0,0,0.880071755475147,6.61443669950306,-6.19088783698844
14.753,1.3174,260710,378.94,5.5353,35.979,0,0,0.879895358619807,6.61442324447946,-6.19061187148857
14.783,1.3176,261240,378.99,5.5465,36.052,0,0,0.879778769892954,6.61440990621075,-6.19042362584377
14.814,1.3179,261770,379.04,5.5578,36.125,0,0,0.879602833502817,6.61439668471103,-6.19014819257112
14.845,1.3182,262300,379.09,5.569,36.199,0,0,0.879427193589979,6.61438357999422,-6.18987305508589
14.876,1.3185,262820,379.14,5.5803,36.272,0,0,0.879218395221018,6.61437177009273,-6.1895993912576
14.906,1.3188,263350,379.19,5.5915,36.345,0,0,0.879102389660598,6.6143588996211,-6.18932484553805
14.937,1.3191,263880,379.24,5.6028,36.418,0,0,0.878927568728981,6.61434614597517,-6.18905059516058
14.922,1.3207,263540,379.1,5.614,36.491,0,0,0.879001977112724,6.61424745314601,-6.18756026134572
14.901,1.3224,263060,378.93,5.6252,36.564,0,0,0.879031709196264,6.61413730512304,-6.1859770260433
14.879,1.3242,262580,378.76,5.6365,36.637,0,0,0.879119518962009,6.61402910080735,-6.18431526196278
14.858,1.3259,262110,378.59,5.6477,36.71,0,0,0.879180867273842,6.61392166644135,-6.18274638259882
14.836,1.3277,261630,378.42,5.659,36.783,0,0,0.879266983259456,6.61381734151435,-6.18110076003729
14.815,1.3294,261160,378.25,5.6702,36.856,0,0,0.879326573420513,6.61371378431302,-6.17954727775837
14.793,1.3312,260680,378.08,5.6815,36.93,0,0,0.879410974787827,6.61361332503224,-6.17791765426671
14.771,1.3329,260210,377.91,5.6927,37.003,0,0,0.879528326036894,6.61351363127909,-6.17637943459855
14.75,1.3347,259730,377.73,5.704,37.076,0,0,0.879574736637882,6.61340812974518,-6.17475677525497
14.728,1.3364,259260,377.56,5.7152,37.149,0,0,0.879690484281936,6.61331240526639,-6.17323380484413
14.707,1.3382,258780,377.39,5.7265,37.222,0,0,0.879711680404325,6.61321975558018,-6.17163587838491
14.648,1.3422,257510,376.94,5.7377,37.295,0,0,0.879969605571661,6.61298366344072,-6.16807638268696
14.585,1.3465,256150,376.45,5.749,37.368,0,0,0.880247409556917,6.61273914464997,-6.16429218702345
14.523,1.3508,254790,375.96,5.7602,37.441,0,0,0.880457770963143,6.61251039658677,-6.16055751180267
14.46,1.3551,253440,375.47,5.7714,37.514,0,0,0.880756292584079,6.61229621237788,-6.15687072245373
14.397,1.3593,252080,374.98,5.7827,37.588,0,0,0.881013191457977,6.61209877860233,-6.153313207169
14.334,1.3636,250720,374.5,5.7939,37.661,0,0,0.881239361935322,6.61192353956565,-6.14972999997221
14.272,1.3679,249360,374.01,5.8052,37.734,0,0,0.881419934497282,6.61175677613179,-6.14618735672846
14.209,1.3722,248000,373.52,5.8164,37.807,0,0,0.881654515297912,6.61160540299024,-6.14269179054296
14.146,1.3765,246640,373.03,5.8277,37.88,0,0,0.881881491863076,6.61146934614416,-6.13924283209727
14.083,1.3807,245280,372.54,5.8389,37.953,0,0,0.882100723719388,6.61134853235492,-6.13591599644928
14.021,1.385,243920,372.05,5.8502,38.026,0,0,0.882249139766533,6.61124288912106,-6.13255816756858
13.933,1.391,242040,371.35,5.8614,38.099,0,0,0.882639195445287,6.61111137012697,-6.12793901999278
13.84,1.3973,240070,370.6,5.8727,38.172,0,0,0.883121621536517,6.61099979797851,-6.12317751725512
13.748,1.4035,238100,369.85,5.8839,38.245,0,0,0.883524057258364,6.61092330496233,-6.11858590072495
13.656,1.4098,236130,369.1,5.8952,38.319,0,0,0.88390938321367,6.61088163952158,-6.11401717008534
13.564,1.4161,234160,368.36,5.9064,38.392,0,0,0.884253106900629,6.6108771615088,-6.1095459129167
13.471,1.4224,232190,367.61,5.9176,38.465,0,0,0.884668347439725,6.61090393200124,-6.10516512460526
13.379,1.4287,230220,366.86,5.9289,38.538,0,0,0.884999783629431,6.61096479901112,-6.10087661091669
13.287,1.4349,228250,366.12,5.9401,38.611,0,0,0.885287899044909,6.61106071426831,-6.09674799341082
13.195,1.4412,226280,365.37,5.9514,38.684,0,0,0.885580450392327,6.61118859327632,-6.0926389281308
13.102,1.4475,224310,364.62,5.9626,38.757,0,0,0.885920362635857,6.61134986460364,-6.08861845645249
13.01,1.4538,222340,363.88,5.9739,38.83,0,0,0.886147974474494,6.61154410120101,-6.08468519655028
12.914,1.4606,220300,363.06,5.9851,38.903,0,0,0.886542259256242,6.61178262924179,-6.08052844861501
12.816,1.4676,218250,362.21,5.9964,38.976,0,0,0.887085433188319,6.61206500758852,-6.0763499445286
12.718,1.4746,216190,361.36,6.0076,39.049,0,0,0.887566360445272,6.61239032713155,-6.0722777588293
12.621,1.4815,214130,360.51,6.0189,39.123,0,0,0.887954197937274,6.61275727350292,-6.06837088309149
12.523,1.4885,212080,359.67,6.0301,39.196,0,0,0.888405522669664,6.61316183691672,-6.06450027541435
12.425,1.4955,210020,358.82,6.0414,39.269,0,0,0.888815757133282,6.61361057503737,-6.06073373432913
12.327,1.5025,207960,357.97,6.0526,39.342,0,0,0.889200936560661,6.6140999801733,-6.05706663862663
12.23,1.5095,205900,357.12,6.0638,39.415,0,0,0.889487495397302,6.61462973716774,-6.053497585391
12.132,1.5165,203850,356.27,6.0751,39.488,0,0,0.889863084715027,6.61519861229104,-6.05002427818034
12.034,1.5235,201790,355.43,6.0863,39.561,0,0,0.890142797249234,6.6158029599998,-6.04664203309693
11.936,1.5305,199730,354.58,6.0976,39.634,0,0,0.890418934553989,6.6164514358373,-6.04335849102069
11.847,1.5371,197860,353.78,6.1088,39.707,0,0,0.890718492799754,6.61709131810367,-6.04034013701408
11.764,1.5434,196150,353.01,6.1201,39.78,0,0,0.891190234336485,6.61773176260959,-6.03753231738106
11.681,1.5497,194440,352.25,6.1313,39.854,0,0,0.891617773443305,6.61839708930746,-6.03479134911439
11.599,1.556,192740,351.49,6.1426,39.927,0,0,0.891995088136719,6.61909231579317,-6.03212157148141
11.516,1.5623,191030,350.73,6.1538,40,0,0,0.892382684210245,6.61981899226753,-6.02952387000362
11.433,1.5686,189320,349.96,6.1651,40.073,0,0,0.892774988580898,6.62058422726188,-6.02700470185403
11.351,1.5749,187610,349.2,6.1763,40.146,0,0,0.893041734305498,6.6213717953604,-6.02454720326032
11.268,1.5812,185900,348.44,6.1876,40.219,0,0,0.893364471311219,6.62218928182294,-6.02215833381758
11.185,1.5875,184190,347.68,6.1988,40.292,0,0,0.893664447628154,6.62303647451387,-6.01983726811546
11.103,1.5937,182480,346.91,6.21,40.365,0,0,0.893886223239721,6.62392299483227,-6.01764243120447
11.02,1.6,180770,346.15,6.2213,40.438,0,0,0.894138011510366,6.62482936378334,-6.01545436378334
10.945,1.6058,179220,345.45,6.2325,40.512,0,0,0.89435438457892,6.62568782002646,-6.01349611385286
10.89,1.6102,178110,344.92,6.2438,40.585,0,0,0.894676802322575,6.62634884841941,-6.01204060378451
10.836,1.6146,177000,344.39,6.255,40.658,0,0,0.894906923373151,6.62702391472114,-6.01061641158439
10.781,1.6189,175890,343.86,6.2663,40.731,0,0,0.895209277641257,6.62771294742713,-6.00927041165437
10.727,1.6233,174780,343.34,6.2775,40.804,0,0,0.895391942642008,6.6284041958416,-6.00789601902426
10.672,1.6277,173670,342.81,6.2888,40.877,0,0,0.895673316321129,6.62912067927769,-6.00656359029195
10.618,1.632,172560,342.28,6.3,40.95,0,0,0.895859736630719,6.62985091680271,-6.0053074719738
10.563,1.6364,171460,341.75,6.3113,41.023,0,0,0.89617153791575,6.63059403139994,-6.00403422399709
10.509,1.6408,170350,341.22,6.3225,41.096,0,0,0.896335087896929,6.63135156784694,-6.00279159745755
10.454,1.6452,169240,340.69,6.3338,41.169,0,0,0.896572192697171,6.63212264559859,-6.00157853874225
10.4,1.6495,168130,340.16,6.345,41.243,0,0,0.896711544947003,6.63290719391651,-6.00043936515599
10.345,1.6539,167020,339.63,6.3562,41.316,0,0,0.896924876815092,6.63370514213699,-5.99928436525489
10.316,1.6556,166390,339.26,6.3675,41.389,0,0,0.897030812204797,6.63425867285645,-5.99908751471867
10.29,1.657,165810,338.91,6.3787,41.462,0,0,0.897088091172794,6.6347870519889,-5.99899966620143
10.263,1.6584,165230,338.55,6.39,41.535,0,0,0.897254998102071,6.63533532284385,-5.99893326938227
10.236,1.6598,164640,338.19,6.4012,41.608,0,0,0.897363599442761,6.63589054142209,-5.99887537500102
10.21,1.6612,164060,337.84,6.4125,41.681,0,0,0.897408186696821,6.63643672042174,-5.99880999051698
10.183,1.6626,163480,337.48,6.4237,41.754,0,0,0.897563069773248,6.63700324465378,-5.99876649552434
10.157,1.664,162900,337.12,6.435,41.827,0,0,0.897625628855136,6.63757586701204,-5.9987306377221
10.13,1.6654,162320,336.77,6.4462,41.9,0,0,0.897745676263497,6.63813965260187,-5.99868747704259
10.104,1.6668,161730,336.41,6.4575,41.973,0,0,0.897743940402256,6.63872500154255,-5.99866740845382
10.077,1.6683,161150,336.06,6.4687,42.047,0,0,0.897855316578518,6.63930035875131,-5.99859579462965
10.051,1.6697,160570,335.7,6.48,42.12,0,0,0.897899900708778,6.63989680304606,-5.99858997177663
10.037,1.6704,160240,335.48,6.4912,42.193,0,0,0.897892839541002,6.64026237651527,-5.9986549793837
10.036,1.6706,160190,335.4,6.5024,42.266,0,0,0.89791622852682,6.64039052053433,-5.99869731683028
10.035,1.6707,160130,335.32,6.5137,42.339,0,0,0.897883518480077,6.64051973049127,-5.99878363505644
10.034,1.6708,160080,335.24,6.5249,42.412,0,0,0.89790683472238,6.64064847901058,-5.99886949954616
10.033,1.6709,160030,335.16,6.5362,42.485,0,0,0.897930124021969,6.64077752963606,-5.99895567384138
10.032,1.671,159970,335.08,6.5474,42.558,0,0,0.897897257245375,6.64090764388171,-5.99904291945427
10.032,1.6711,159920,335,6.5587,42.631,0,0,0.897830967937239,6.64103729741695,-5.9991297120524
10.031,1.6712,159860,334.92,6.5699,42.704,0,0,0.897797984463361,6.64116801303122,-5.99921757442337
10.03,1.6714,159810,334.84,6.5812,42.778,0,0,0.897821116410631,6.64129826841679,-5.99926214639641
10.029,1.6715,159750,334.76,6.5924,42.851,0,0,0.897788021678293,6.6414295843432,-5.99935063214991
10.028,1.6716,159700,334.68,6.6037,42.924,0,0,0.897811080322596,6.64156044052007,-5.99943866584032
10.027,1.6717,159640,334.6,6.6149,42.997,0,0,0.897777874126622,6.64169235570255,-5.99952776622094
10.038,1.6707,159860,334.71,6.6262,43.07,0,0,0.897734798526062,6.64150060713049,-5.99976451169566
10.049,1.6696,160090,334.83,6.6374,43.143,0,0,0.897720465402665,6.64129281097155,-6.00002894854623
10.06,1.6685,160320,334.95,6.6486,43.216,0,0,0.897705470528778,6.64108566814945,-6.00029497303545
10.072,1.6675,160550,335.07,6.6599,43.289,0,0,0.897600689551263,6.64087917948931,-6.00051944930942
10.083,1.6664,160770,335.19,6.6711,43.362,0,0,0.897528651875905,6.64067410824849,-6.00078933590239
10.094,1.6653,161000,335.31,6.6824,43.436,0,0,0.897511868663782,6.64046893113958,-6.00106005812636
10.105,1.6643,161230,335.43,6.6936,43.509,0,0,0.897494434927054,6.64026441066938,-6.00128899251185
10.116,1.6632,161460,335.55,6.7049,43.582,0,0,0.89747635352416,6.64006054766298,-6.00156283316719
10.128,1.6621,161680,335.67,6.7161,43.655,0,0,0.897313516413404,6.63985810839646,-6.00183904632823
10.139,1.661,161910,335.79,6.7274,43.728,0,0,0.897294326270762,6.63965556355138,-6.00211610519067
10.15,1.66,162140,335.91,6.7386,43.801,0,0,0.897274496619614,6.63945367864711,-6.00235105127013
10.173,1.658,162600,336.15,6.7499,43.874,0,0,0.897144732525315,6.63905189196189,-6.00282529896176
10.214,1.6545,163440,336.58,6.7611,43.947,0,0,0.897012147572305,6.63833743384542,-6.00365155238674
10.255,1.651,164290,337.01,6.7724,44.02,0,0,0.896926400801032,6.63763073655915,-6.00449537561387
10.296,1.6476,165130,337.44,6.7836,44.093,0,0,0.896778143550736,6.63693338322023,-6.00531371392674
10.337,1.6441,165970,337.87,6.7948,44.167,0,0,0.896622383111312,6.63624464049607,-6.00619507464789
10.378,1.6406,166810,338.31,6.8061,44.24,0,0,0.896432743215684,6.6355503619525,-6.0070809590799
10.419,1.6372,167660,338.74,6.8173,44.313,0,0,0.896315838984868,6.63487837692846,-6.00795370370216
10.46,1.6337,168500,339.17,6.8286,44.386,0,0,0.896138053754909,6.63421589972975,-6.00889147423826
10.501,1.6302,169340,339.6,6.8398,44.459,0,0,0.895953243003342,6.63356218585164,-6.00984832623518
10.542,1.6268,170180,340.03,6.8511,44.532,0,0,0.895761520497267,6.6329172733039,-6.01077792784682
10.584,1.6233,171020,340.46,6.8623,44.605,0,0,0.895478383285034,6.63228120012527,-6.01177302330793
10.625,1.6198,171870,340.89,6.8736,44.678,0,0,0.895325609932269,6.63165320449869,-6.01278678143533
10.695,1.6143,173340,341.6,6.8848,44.751,0,0,0.895208653646468,6.63063044754613,-6.01436553059786
10.778,1.6079,175050,342.42,6.8961,44.824,0,0,0.894929745481263,6.62947861106204,-6.01627457129231
10.86,1.6015,176760,343.24,6.9073,44.897,0,0,0.894706113216488,6.62835956372893,-6.01825317053623
10.942,1.5952,178470,344.06,6.9186,44.971,0,0,0.894454922737479,6.62727356863976,-6.02025290786103
11.025,1.5888,180180,344.88,6.9298,45.044,0,0,0.89409590335261,6.62622088955552,-6.02237260209719
11.107,1.5824,181900,345.7,6.941,45.117,0,0,0.893841836471772,6.62520095657466,-6.02456361211523
11.189,1.5761,183610,346.52,6.9523,45.19,0,0,0.893513012045219,6.62421569768719,-6.0267774055562
11.271,1.5697,185320,347.34,6.9635,45.263,0,0,0.893159809061946,6.62326455083503,-6.02911560977086
11.354,1.5633,187030,348.16,6.9748,45.336,0,0,0.89270432875358,6.62234778329271,-6.0315286747955
11.436,1.5569,188740,348.98,6.986,45.409,0,0,0.892305142936745,6.62146566343735,-6.03401753600803
11.518,1.5506,190460,349.8,6.9973,45.482,0,0,0.891930532789847,6.62061759463977,-6.03652862721061
11.6,1.5442,192170,350.62,7.0085,45.555,0,0,0.891487064442439,6.61980557354465,-6.03917127084975
11.703,1.5369,194340,351.57,7.0198,45.628,0,0,0.891204385177478,6.61889253835411,-6.04225152093374
11.806,1.5295,196520,352.52,7.031,45.702,0,0,0.890931564198262,6.61802633571522,-6.04549180425317
11.909,1.5222,198710,353.46,7.0423,45.775,0,0,0.890693504900817,6.61721366456734,-6.04878894836132
12.012,1.5148,200890,354.41,7.0535,45.848,0,0,0.89035081020166,6.61644359762738,-6.05224578638635
12.115,1.5075,203070,355.36,7.0648,45.921,0,0,0.889975271212941,6.61572250244134,-6.05575561493306
12.218,1.5001,205250,356.3,7.076,45.994,0,0,0.889592992122655,6.61505550638585,-6.05944069749643
12.321,1.4928,207440,357.25,7.0872,46.067,0,0,0.889197922030958,6.61443217242648,-6.06317420133208
12.424,1.4854,209620,358.2,7.0985,46.14,0,0,0.888729963858123,6.61386002876936,-6.06708430159775
12.527,1.4781,211800,359.14,7.1097,46.213,0,0,0.888258210312579,6.61334164434617,-6.07105371535913
12.63,1.4707,213990,360.09,7.121,46.286,0,0,0.887775586193036,6.61286985069333,-6.07519957390498
12.733,1.4634,216170,361.04,7.1322,46.36,0,0,0.88722443332398,6.61245060864148,-6.0794043921149
12.833,1.4565,218270,361.94,7.1435,46.433,0,0,0.886652417481361,6.61209806014573,-6.08348660226943
12.913,1.4524,219970,362.58,7.1547,46.506,0,0,0.886454786860084,6.61185568041029,-6.08590935739437
12.992,1.4483,221660,363.23,7.166,46.579,0,0,0.886244874883392,6.61163735212507,-6.08837883022455
13.072,1.4442,223350,363.87,7.1772,46.652,0,0,0.885975672987787,6.61144383824312,-6.09089604147079
13.152,1.4401,225040,364.52,7.1885,46.725,0,0,0.885667458063593,6.6112744720033,-6.09346058580411
13.232,1.436,226730,365.17,7.1997,46.798,0,0,0.885344991358542,6.61113000631652,-6.09607348130507
13.311,1.4319,228420,365.81,7.211,46.871,0,0,0.885099307028028,6.61100959885907,-6.09873415462138
