"Mach","Pressure","p","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.25078,7.7564e+05,0.96955,-1.2462,1,0,-8.1,0,0
0.25078,7.7564e+05,0.96955,-1.2462,1,0,-8.1,0,0
0.25078,7.7564e+05,0.96955,-1.2462,1,0,-8.1,0,0
0.25078,7.7564e+05,0.96955,-1.2462,1,0.24963,-7.8504,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.24963,-7.8504,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.2565,7.7444e+05,0.96805,-1.1693,1,0.49926,-7.6007,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.26912,7.7162e+05,0.96452,-1.0921,1,1.0011,-7.0989,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.5057,-6.5943,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.5057,-6.5943,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.5057,-6.5943,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.5057,-6.5943,0,0
0.31968,7.6014e+05,0.95018,-0.93616,1,1.7603,-6.3397,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.7603,-6.3397,0,0
0.28992,7.667e+05,0.95837,-1.0145,1,1.7603,-6.3397,0,0
0.31968,7.6014e+05,0.95018,-0.93616,1,1.7603,-6.3397,0,0
0.31968,7.6014e+05,0.95018,-0.93616,1,2.015,-6.085,0,0
0.31968,7.6014e+05,0.95018,-0.93616,1,2.015,-6.085,0,0
0.33969,7.5422e+05,0.94278,-0.89675,1,2.2711,-5.8289,0,0
0.33969,7.5422e+05,0.94278,-0.89675,1,2.2711,-5.8289,0,0
0.36199,7.4818e+05,0.93522,-0.85734,1,2.3992,-5.7008,0,0
0.33969,7.5422e+05,0.94278,-0.89675,1,2.3992,-5.7008,0,0
0.33969,7.5422e+05,0.94278,-0.89675,1,2.3992,-5.7008,0,0
0.36199,7.4818e+05,0.93522,-0.85734,1,2.3992,-5.7008,0,0
0.3872,7.4113e+05,0.92641,-0.81771,1,2.6561,-5.4439,0,0
0.36199,7.4818e+05,0.93522,-0.85734,1,2.6561,-5.4439,0,0
0.36199,7.4818e+05,0.93522,-0.85734,1,2.6561,-5.4439,0,0
0.3872,7.4113e+05,0.92641,-0.81771,1,2.6561,-5.4439,0,0
0.41543,7.3274e+05,0.91592,-0.77808,1,2.9137,-5.1863,0,0
0.3872,7.4113e+05,0.92641,-0.81771,1,2.9137,-5.1863,0,0
0.3872,7.4113e+05,0.92641,-0.81771,1,2.9137,-5.1863,0,0
0.41543,7.3274e+05,0.91592,-0.77808,1,2.9137,-5.1863,0,0
0.44654,7.2289e+05,0.90361,-0.73813,1,3.1723,-4.9277,0,0
0.41543,7.3274e+05,0.91592,-0.77808,1,3.1723,-4.9277,0,0
0.41543,7.3274e+05,0.91592,-0.77808,1,3.1723,-4.9277,0,0
0.44654,7.2289e+05,0.90361,-0.73813,1,3.1723,-4.9277,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.432,-4.668,0,0
0.44654,7.2289e+05,0.90361,-0.73813,1,3.432,-4.668,0,0
0.44654,7.2289e+05,0.90361,-0.73813,1,3.432,-4.668,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.432,-4.668,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,3.6926,-4.4074,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.6926,-4.4074,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.8234,-4.5382,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.8234,-4.5382,0,0
0.48005,7.1167e+05,0.88959,-0.69818,1,3.9541,-4.4074,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,3.9541,-4.4074,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,4.0849,-4.2766,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,4.0849,-4.2766,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.2157,-4.1459,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,4.2157,-4.1459,0,0
0.51924,6.9827e+05,0.87284,-0.65795,1,4.2157,-4.1459,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.2157,-4.1459,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.3464,-4.0151,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.3464,-4.0151,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.3464,-4.0151,0,0
0.56381,6.8168e+05,0.8521,-0.61771,1,4.3464,-4.0151,0,0
0.60755,6.6406e+05,0.83007,-0.57724,1,4.6095,-3.7521,0,0
0.60755,6.6406e+05,0.83007,-0.57724,1,4.6095,-3.7521,0,0
0.60755,6.6406e+05,0.83007,-0.57724,1,4.6095,-3.7521,0,0
0.60755,6.6406e+05,0.83007,-0.57724,1,4.6095,-3.7521,0,0
0.6528,6.4552e+05,0.80689,-0.53678,1,4.8725,-3.489,0,0
0.6528,6.4552e+05,0.80689,-0.53678,1,4.8725,-3.489,0,0
0.6528,6.4552e+05,0.80689,-0.53678,1,5.1372,-3.2244,0,0
0.75252,6.0164e+05,0.75205,-0.45533,1,5.1372,-3.2244,0,0
0.80696,5.7674e+05,0.72093,-0.41425,1,5.5354,-2.8261,0,0
0.75252,6.0164e+05,0.75205,-0.45533,1,5.5354,-2.8261,0,0
0.75252,6.0164e+05,0.75205,-0.45533,1,5.5354,-2.8261,0,0
0.80696,5.7674e+05,0.72093,-0.41425,1,5.5354,-2.8261,0,0
0.80696,5.7674e+05,0.72093,-0.41425,1,5.6689,-2.6926,0,0
0.80696,5.7674e+05,0.72093,-0.41425,1,5.6689,-2.6926,0,0
0.86096,5.4908e+05,0.68635,-0.37316,1,5.936,-2.4256,0,0
0.86096,5.4908e+05,0.68635,-0.37316,1,5.936,-2.4256,0,0
0.96831,4.9755e+05,0.62194,-0.29052,1,6.2046,-2.157,0,0
0.86096,5.4908e+05,0.68635,-0.37316,1,6.2046,-2.157,0,0
0.86096,5.4908e+05,0.68635,-0.37316,1,6.4732,-2.4256,0,0
0.86096,5.4908e+05,0.68635,-0.37316,1,6.4732,-2.4256,0,0
