x,y
-8.1,6
-7.1854,5.9263
-6.3087,5.662
-5.5757,5.1166
-5.0203,4.3862
-4.4249,3.6898
-3.635,3.2306
-2.7393,3.0374
-1.8235,3.033
-0.91173,3.1415
0,3.25
