"Mach","Pressure","p","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.22353,8.6103e+06,0.9567,-1.2462,1,0,-8.1,0,0
0.22411,8.6084e+06,0.95649,-1.2349,1,0.0731,-8.0269,0,0
0.22468,8.6065e+06,0.95627,-1.2237,1,0.1462,-7.9538,0,0
0.22526,8.6045e+06,0.95606,-1.2124,1,0.2193,-7.8807,0,0
0.22607,8.6011e+06,0.95568,-1.2012,1,0.2924,-7.8076,0,0
0.22703,8.5967e+06,0.95518,-1.1899,1,0.3655,-7.7345,0,0
0.228,8.5922e+06,0.95469,-1.1787,1,0.4386,-7.6614,0,0
0.22905,8.5875e+06,0.95417,-1.1674,1,0.5117,-7.5883,0,0
0.23048,8.5819e+06,0.95355,-1.1562,1,0.5848,-7.5152,0,0
0.2319,8.5763e+06,0.95292,-1.1449,1,0.6579,-7.4421,0,0
0.23333,8.5707e+06,0.9523,-1.1337,1,0.731,-7.369,0,0
0.23512,8.5622e+06,0.95135,-1.1224,1,0.8041,-7.2959,0,0
0.23705,8.5526e+06,0.95029,-1.1112,1,0.8772,-7.2228,0,0
0.23897,8.5431e+06,0.94923,-1.1,1,0.9503,-7.1497,0,0
0.24113,8.5338e+06,0.9482,-1.0887,1,1.0234,-7.0766,0,0
0.2438,8.5251e+06,0.94724,-1.0775,1,1.0965,-7.0035,0,0
0.24647,8.5165e+06,0.94627,-1.0662,1,1.1696,-6.9304,0,0
0.24914,8.5078e+06,0.94531,-1.055,1,1.2427,-6.8573,0,0
0.25182,8.4992e+06,0.94435,-1.0437,1,1.3158,-6.7842,0,0
0.25449,8.4905e+06,0.94339,-1.0325,1,1.3889,-6.7111,0,0
0.25716,8.4819e+06,0.94243,-1.0212,1,1.462,-6.638,0,0
0.26028,8.4691e+06,0.94102,-1.01,1,1.5351,-6.5649,0,0
0.26407,8.4504e+06,0.93893,-0.99874,1,1.6082,-6.4918,0,0
0.26786,8.4316e+06,0.93685,-0.98749,1,1.6813,-6.4187,0,0
0.27165,8.4129e+06,0.93476,-0.97625,1,1.7544,-6.3456,0,0
