"Mach","p","x","Points:0","Points:1","Points:2"
0.23981,7.6838,-1.2462,-8.1,0,0
0.2403,7.6828,-1.2349,-8.0269,0,0
0.2408,7.6818,-1.2237,-7.9538,0,0
0.2413,7.6808,-1.2124,-7.8807,0,0
0.24203,7.6786,-1.2012,-7.8076,0,0
0.24292,7.6755,-1.1899,-7.7345,0,0
0.24382,7.6724,-1.1787,-7.6614,0,0
0.24479,7.6692,-1.1674,-7.5883,0,0
0.24614,7.6652,-1.1562,-7.5152,0,0
0.24749,7.6612,-1.1449,-7.4421,0,0
0.24884,7.6572,-1.1337,-7.369,0,0
0.25054,7.6522,-1.1224,-7.2959,0,0
0.25238,7.6468,-1.1112,-7.2228,0,0
0.25421,7.6413,-1.1,-7.1497,0,0
0.25625,7.6354,-1.0887,-7.0766,0,0
0.25876,7.6285,-1.0775,-7.0035,0,0
0.26127,7.6216,-1.0662,-6.9304,0,0
0.26378,7.6147,-1.055,-6.8573,0,0
0.26679,7.6062,-1.0437,-6.7842,0,0
0.26988,7.5975,-1.0325,-6.7111,0,0
0.27297,7.5887,-1.0212,-6.638,0,0
0.27633,7.5788,-1.01,-6.5649,0,0
0.28008,7.5672,-0.99874,-6.4918,0,0
0.28412,7.5545,-0.98749,-6.4187,0,0
0.28831,7.5414,-0.97625,-6.3456,0,0
0.29263,7.5294,-0.965,-6.2725,0,0
0.29761,7.5131,-0.95375,-6.1994,0,0
0.30215,7.4987,-0.94251,-6.1263,0,0
0.30691,7.4845,-0.93126,-6.0532,0,0
0.31246,7.4668,-0.92002,-5.9801,0,0
0.31787,7.4484,-0.90877,-5.907,0,0
0.32303,7.4312,-0.89752,-5.8339,0,0
0.32844,7.4151,-0.88628,-5.7608,0,0
0.33486,7.393,-0.87503,-5.6877,0,0
0.34145,7.37,-0.86378,-5.6146,0,0
0.34767,7.3479,-0.85254,-5.5415,0,0
0.3542,7.3262,-0.84129,-5.4684,0,0
0.3615,7.3005,-0.83005,-5.3953,0,0
0.36892,7.272,-0.8188,-5.3222,0,0
0.37619,7.2472,-0.80755,-5.2491,0,0
0.3841,7.2161,-0.79631,-5.176,0,0
0.39199,7.187,-0.78506,-5.1029,0,0
0.40025,7.1546,-0.77382,-5.0298,0,0
0.4087,7.1215,-0.76257,-4.9567,0,0
0.41733,7.0875,-0.75132,-4.8836,0,0
0.42635,7.0504,-0.74008,-4.8105,0,0
0.43538,7.0146,-0.72883,-4.7374,0,0
0.44496,6.9734,-0.71758,-4.6643,0,0
0.45447,6.9346,-0.70634,-4.5912,0,0
0.46446,6.8911,-0.69509,-4.5181,0,0
