"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,     0.06818816582,    0.001809155752,                 0,                 0,                 0,   0.0001855122373,     0.06818816582,    0.001809155752,                 0,     0.02653181428,     0.00166178705
          0,           0,           1,      0.1298247428,    0.002786203503,                 0,                 0,                 0,   0.0003087400442,      0.1298247428,    0.002786203503,                 0,     0.02146126727,     0.00166178705
          0,           0,           2,      0.1894472011,    0.003179840316,                 0,                 0,                 0,   0.0004561608882,      0.1894472011,    0.003179840316,                 0,     0.01678483661,    0.001661802434
          0,           0,           3,       0.241560685,    0.002890204316,                 0,                 0,                 0,   0.0006122830202,       0.241560685,    0.002890204316,                 0,     0.01196471319,    0.001661802434
          0,           0,           4,      0.2812246403,    0.001935375241,                 0,                 0,                 0,   0.0007602593776,      0.2812246403,    0.001935375241,                 0,     0.00688195472,    0.001661802434
          0,           0,           5,      0.3066719792,   0.0004580686116,                 0,                 0,                 0,   0.0008763972227,      0.3066719792,   0.0004580686116,                 0,    0.001493676119,    0.001661802434
          0,           0,           6,      0.3175828392,   -0.001330343368,                 0,                 0,                 0,     0.00094181901,      0.3175828392,   -0.001330343368,                 0,   -0.004188964906,    0.001661802434
          0,           0,           7,      0.3152039397,   -0.003186802376,                 0,                 0,                 0,   0.0009415039181,      0.3152039397,   -0.003186802376,                 0,    -0.01011028726,    0.001661802434
          0,           0,           8,      0.3020751384,   -0.004848210473,                 0,                 0,                 0,   0.0008644382572,      0.3020751384,   -0.004848210473,                 0,    -0.01604968386,    0.001661802434
          0,           0,           9,      0.2814619071,   -0.006055416134,                 0,                 0,                 0,   0.0007036246608,      0.2814619071,   -0.006055416134,                 0,    -0.02151415869,    0.001661802434
          0,           0,          10,      0.2571572768,   -0.006624857856,                 0,                 0,                 0,   0.0004537687499,      0.2571572768,   -0.006624857856,                 0,    -0.02576189147,    0.001661802434
          0,           0,          11,       0.232778997,    -0.00642698424,                 0,                 0,                 0,     0.00014006665,       0.232778997,    -0.00642698424,                 0,    -0.02760981155,    0.001661802434
          0,           0,          12,      0.2111915408,   -0.005483269856,                 0,                 0,                 0,  -0.0001969261639,      0.2111915408,   -0.005483269856,                 0,    -0.02596349188,    0.001661802434
          0,           0,          13,      0.1940840537,   -0.003952355414,                 0,                 0,                 0,  -0.0005174622622,      0.1940840537,   -0.003952355414,                 0,    -0.02036414295,     0.00166178705
          0,           0,          14,      0.1819365201,   -0.002041908294,                 0,                 0,                 0,  -0.0007790702282,      0.1819365201,   -0.002041908294,                 0,    -0.01122319089,     0.00166178705
          0,           0,          15,      0.1744088656,   3.310042348e-05,                 0,                 0,                 0,  -0.0009546714897,      0.1744088656,   3.310042348e-05,                 0,   0.0001897863585,     0.00166178705
          0,           0,          16,       0.170769391,    0.002066323194,                 0,                 0,                 0,   -0.001033361915,       0.170769391,    0.002066323194,                 0,     0.01210007942,     0.00166178705
          0,           0,          17,      0.1701307879,    0.003864778795,                 0,                 0,                 0,   -0.001017438053,      0.1701307879,    0.003864778795,                 0,     0.02271651617,     0.00166178705
          0,           0,          18,      0.1715701794,    0.005281052792,                 0,                 0,                 0,  -0.0009226723619,      0.1715701794,    0.005281052792,                 0,     0.03078071499,     0.00166178705
          0,           0,          19,      0.1741705572,    0.006188054663,                 0,                 0,                 0,  -0.0007688414422,      0.1741705572,    0.006188054663,                 0,     0.03552870683,     0.00166178705
          0,           0,          20,      0.1769900219,    0.006480149125,                 0,                 0,                 0,  -0.0005747025751,      0.1769900219,    0.006480149125,                 0,     0.03661307601,     0.00166178705
          0,           0,          21,      0.1792263067,    0.006165759268,                 0,                 0,                 0,  -0.0003691610956,      0.1792263067,    0.006165759268,                 0,     0.03440208851,     0.00166178705
          0,           0,          22,      0.1803288727,    0.005332225292,                 0,                 0,                 0,  -0.0001821210868,      0.1803288727,    0.005332225292,                 0,     0.02956944838,     0.00166178705
          0,           0,          23,      0.1800267099,    0.004124680344,                 0,                 0,                 0,  -3.968641601e-05,      0.1800267099,    0.004124680344,                 0,       0.022911491,     0.00166178705
          0,           0,          24,      0.1783002972,    0.002721924139,                 0,                 0,                 0,   3.960881381e-05,      0.1783002972,    0.002721924139,                 0,     0.01526595402,     0.00166178705
          0,           0,          25,      0.1753254325,    0.001310969899,                 0,                 0,                 0,   4.710613178e-05,      0.1753254325,    0.001310969899,                 0,    0.007477351576,     0.00166178705
          0,           0,          26,      0.1714040585,   6.301750388e-05,                 0,                 0,                 0,  -1.632874423e-05,      0.1714040585,   6.301750388e-05,                 0,   0.0003676546778,     0.00166178705
          0,           0,          27,       0.166895906,  -0.0008864175528,                 0,                 0,                 0,   -0.000140576004,       0.166895906,  -0.0008864175528,                 0,   -0.005311200101,     0.00166178705
          0,           0,          28,      0.1621588647,   -0.001449536016,                 0,                 0,                 0,   -0.000308270656,      0.1621588647,   -0.001449536016,                 0,   -0.008938987202,     0.00166178705
          0,           0,          29,      0.1575051716,   -0.001591444095,                 0,                 0,                 0,  -0.0004982571304,      0.1575051716,   -0.001591444095,                 0,    -0.01010407518,     0.00166178705
          0,           0,          30,      0.1531744042,   -0.001329879538,                 0,                 0,                 0,   -0.000688799606,      0.1531744042,   -0.001329879538,                 0,   -0.008682126395,     0.00166178705
          0,           0,          31,      0.1493218333,  -0.0007274552233,                 0,                 0,                 0,  -0.0008599206699,      0.1493218333,  -0.0007274552233,                 0,   -0.004871727109,     0.00166178705
          0,           0,          32,      0.1460204264,   0.0001205688343,                 0,                 0,                 0,  -0.0009967965774,      0.1460204264,   0.0001205688343,                 0,    0.000825698413,     0.00166178705
          0,           0,          33,      0.1432694868,     0.00109806863,                 0,                 0,                 0,   -0.001091175447,      0.1432694868,     0.00109806863,                 0,    0.007664357945,     0.00166178705
          0,           0,          34,      0.1410081517,    0.002082317075,                 0,                 0,                 0,   -0.001141490122,      0.1410081517,    0.002082317075,                 0,     0.01476735246,     0.00166178705
          0,           0,          35,      0.1391346984,    0.002961204608,                 0,                 0,                 0,   -0.001152400138,      0.1391346984,    0.002961204608,                 0,      0.0212830059,     0.00166178705
          0,           0,          36,      0.1375284542,    0.003646958704,                 0,                 0,                 0,   -0.001133502611,      0.1375284542,    0.003646958704,                 0,     0.02651784843,     0.00166178705
          0,           0,          37,      0.1360705162,    0.004085763485,                 0,                 0,                 0,   -0.001097224104,      0.1360705162,    0.004085763485,                 0,     0.03002680963,     0.00166178705
          0,           0,          38,      0.1346601691,    0.004262011325,                 0,                 0,                 0,   -0.001056652166,      0.1346601691,    0.004262011325,                 0,     0.03165012605,     0.00166178705
          0,           0,          39,      0.1332255442,    0.004197166845,                 0,                 0,                 0,   -0.001023791421,      0.1332255442,    0.004197166845,                 0,     0.03150421992,     0.00166178705
          0,           0,          40,       0.131728367,    0.003944241726,                 0,                 0,                 0,   -0.001007463781,       0.131728367,    0.003944241726,                 0,     0.02994223503,     0.00166178705
          0,           0,          41,      0.1301634351,    0.003577611691,                 0,                 0,                 0,   -0.001012469131,      0.1301634351,    0.003577611691,                 0,     0.02748553531,     0.00166178705
          0,           0,          42,      0.1285530398,     0.00318033285,                 0,                 0,                 0,   -0.001039396748,      0.1285530398,     0.00318033285,                 0,      0.0247394605,     0.00166178705
          0,           0,          43,       0.126939121,    0.002831591909,                 0,                 0,                 0,   -0.001084989951,       0.126939121,    0.002831591909,                 0,     0.02230669228,     0.00166178705
          0,           0,          44,      0.1253740946,    0.002595318591,                 0,                 0,                 0,    -0.00114338044,      0.1253740946,    0.002595318591,                 0,     0.02070059688,     0.00166178705
          0,           0,          45,      0.1239118659,    0.002512662633,                 0,                 0,                 0,   -0.001207074378,      0.1239118659,    0.002512662633,                 0,     0.02027782097,     0.00166178705
          0,           0,          46,      0.1226000365,    0.002597930217,                 0,                 0,                 0,   -0.001268106831,      0.1226000365,    0.002597930217,                 0,      0.0211902891,     0.00166178705
          0,           0,          47,      0.1214740099,    0.002838563935,                 0,                 0,                 0,    -0.00131912527,      0.1214740099,    0.002838563935,                 0,     0.02336766472,     0.00166178705
          0,           0,          48,       0.120553291,    0.003198559468,                 0,                 0,                 0,   -0.001354592394,       0.120553291,    0.003198559468,                 0,     0.02653232808,     0.00166178705
          0,           0,          49,      0.1198402159,    0.003625507361,                 0,                 0,                 0,   -0.001371061899,      0.1198402159,    0.003625507361,                 0,     0.03025284402,     0.00166178705
          0,           0,          50,      0.1193209326,    0.004059040377,                 0,                 0,                 0,   -0.001367201102,      0.1193209326,    0.004059040377,                 0,     0.03401783985,     0.00166178705
          0,           0,          51,       0.118968216,    0.004439757736,                 0,                 0,                 0,   -0.001343360719,       0.118968216,    0.004439757736,                 0,      0.0373188561,     0.00166178705
          0,           0,          52,      0.1187453835,    0.004717141531,                 0,                 0,                 0,   -0.001301146155,      0.1187453835,    0.004717141531,                 0,     0.03972484143,     0.00166178705
          0,           0,          53,      0.1186108418,    0.004855252492,                 0,                 0,                 0,    -0.00124298602,      0.1186108418,    0.004855252492,                 0,     0.04093430599,     0.00166178705
          0,           0,          54,      0.1185222623,    0.004836014187,                 0,                 0,                 0,   -0.001171567115,      0.1185222623,    0.004836014187,                 0,     0.04080258081,     0.00166178705
          0,           0,          55,      0.1184401719,    0.004659555181,                 0,                 0,                 0,   -0.001089451773,      0.1184401719,    0.004659555181,                 0,      0.0393410032,     0.00166178705
