"Mach","Pressure","p","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.25291,7.7548e+05,0.96935,-1.2462,1,0,-8.1,0,0
0.25378,7.7524e+05,0.96905,-1.2349,1,0.0731,-8.0269,0,0
0.25465,7.7499e+05,0.96874,-1.2237,1,0.1462,-7.9538,0,0
0.25551,7.7475e+05,0.96844,-1.2124,1,0.2193,-7.8807,0,0
0.25638,7.745e+05,0.96813,-1.2012,1,0.2924,-7.8076,0,0
0.25725,7.7426e+05,0.96783,-1.1899,1,0.3655,-7.7345,0,0
0.25812,7.7402e+05,0.96752,-1.1787,1,0.4386,-7.6614,0,0
0.25916,7.7374e+05,0.96717,-1.1674,1,0.5117,-7.5883,0,0
0.26102,7.7328e+05,0.9666,-1.1562,1,0.5848,-7.5152,0,0
0.26288,7.7283e+05,0.96603,-1.1449,1,0.6579,-7.4421,0,0
0.26475,7.7237e+05,0.96546,-1.1337,1,0.731,-7.369,0,0
0.26661,7.7192e+05,0.96489,-1.1224,1,0.8041,-7.2959,0,0
0.26847,7.7146e+05,0.96433,-1.1112,1,0.8772,-7.2228,0,0
0.27034,7.7101e+05,0.96376,-1.1,1,0.9503,-7.1497,0,0
0.27257,7.7045e+05,0.96307,-1.0887,1,1.0234,-7.0766,0,0
0.27566,7.6969e+05,0.96211,-1.0775,1,1.0965,-7.0035,0,0
0.27875,7.6892e+05,0.96115,-1.0662,1,1.1696,-6.9304,0,0
0.28183,7.6815e+05,0.96019,-1.055,1,1.2427,-6.8573,0,0
0.28492,7.6738e+05,0.95923,-1.0437,1,1.3158,-6.7842,0,0
0.288,7.6661e+05,0.95827,-1.0325,1,1.3889,-6.7111,0,0
0.29109,7.6584e+05,0.95731,-1.0212,1,1.462,-6.638,0,0
0.29472,7.6493e+05,0.95616,-1.01,1,1.5351,-6.5649,0,0
0.29917,7.6379e+05,0.95474,-0.99874,1,1.6082,-6.4918,0,0
0.30361,7.6265e+05,0.95331,-0.98749,1,1.6813,-6.4187,0,0
0.30806,7.6151e+05,0.95189,-0.97625,1,1.7544,-6.3456,0,0
0.3125,7.6038e+05,0.95047,-0.965,1,1.8275,-6.2725,0,0
0.31694,7.5924e+05,0.94905,-0.95375,1,1.9006,-6.1994,0,0
0.32139,7.581e+05,0.94762,-0.94251,1,1.9737,-6.1263,0,0
0.32647,7.5675e+05,0.94594,-0.93126,1,2.0468,-6.0532,0,0
0.33238,7.5513e+05,0.94391,-0.92002,1,2.1199,-5.9801,0,0
0.3383,7.5351e+05,0.94189,-0.90877,1,2.193,-5.907,0,0
0.34421,7.5189e+05,0.93986,-0.89752,1,2.2661,-5.8339,0,0
0.35012,7.5027e+05,0.93783,-0.88628,1,2.3392,-5.7608,0,0
0.35603,7.4864e+05,0.9358,-0.87503,1,2.4123,-5.6877,0,0
0.36194,7.4702e+05,0.93378,-0.86378,1,2.4854,-5.6146,0,0
0.36852,7.4514e+05,0.93142,-0.85254,1,2.5585,-5.5415,0,0
0.376,7.429e+05,0.92862,-0.84129,1,2.6316,-5.4684,0,0
0.38348,7.4066e+05,0.92582,-0.83005,1,2.7047,-5.3953,0,0
0.39095,7.3841e+05,0.92302,-0.8188,1,2.7778,-5.3222,0,0
0.39843,7.3617e+05,0.92022,-0.80755,1,2.8509,-5.2491,0,0
