"Mach","p","x","Points:0","Points:1","Points:2"
0.24054,0.96055,-1.2462,-8.1,0,0
0.24138,0.96015,-1.2349,-8.0269,0,0
0.24222,0.95975,-1.2237,-7.9538,0,0
0.24306,0.95936,-1.2124,-7.8807,0,0
0.2439,0.95896,-1.2012,-7.8076,0,0
0.24474,0.95856,-1.1899,-7.7345,0,0
0.24558,0.95816,-1.1787,-7.6614,0,0
0.24658,0.95771,-1.1674,-7.5883,0,0
0.24837,0.95698,-1.1562,-7.5152,0,0
0.25016,0.95625,-1.1449,-7.4421,0,0
0.25194,0.95552,-1.1337,-7.369,0,0
0.25373,0.95479,-1.1224,-7.2959,0,0
0.25551,0.95407,-1.1112,-7.2228,0,0
0.2573,0.95334,-1.1,-7.1497,0,0
0.25944,0.95247,-1.0887,-7.0766,0,0
0.26239,0.95126,-1.0775,-7.0035,0,0
0.26533,0.95006,-1.0662,-6.9304,0,0
0.26828,0.94885,-1.055,-6.8573,0,0
0.27123,0.94765,-1.0437,-6.7842,0,0
0.27418,0.94645,-1.0325,-6.7111,0,0
0.27713,0.94524,-1.0212,-6.638,0,0
0.28061,0.9438,-1.01,-6.5649,0,0
0.28487,0.94201,-0.99874,-6.4918,0,0
0.28914,0.94022,-0.98749,-6.4187,0,0
0.2934,0.93843,-0.97625,-6.3456,0,0
0.29767,0.93664,-0.965,-6.2725,0,0
0.30193,0.93484,-0.95375,-6.1994,0,0
0.3062,0.93305,-0.94251,-6.1263,0,0
0.31113,0.93093,-0.93126,-6.0532,0,0
0.31693,0.92836,-0.92002,-5.9801,0,0
0.32273,0.9258,-0.90877,-5.907,0,0
0.32853,0.92324,-0.89752,-5.8339,0,0
0.33433,0.92068,-0.88628,-5.7608,0,0
0.34013,0.91811,-0.87503,-5.6877,0,0
0.34593,0.91555,-0.86378,-5.6146,0,0
0.35246,0.91254,-0.85254,-5.5415,0,0
0.35997,0.90892,-0.84129,-5.4684,0,0
0.36747,0.90531,-0.83005,-5.3953,0,0
0.37498,0.90169,-0.8188,-5.3222,0,0
0.38248,0.89808,-0.80755,-5.2491,0,0
0.38999,0.89446,-0.79631,-5.176,0,0
0.39749,0.89085,-0.78506,-5.1029,0,0
0.40552,0.88681,-0.77382,-5.0298,0,0
0.41438,0.88209,-0.76257,-4.9567,0,0
0.42325,0.87736,-0.75132,-4.8836,0,0
0.43212,0.87264,-0.74008,-4.8105,0,0
0.44098,0.86791,-0.72883,-4.7374,0,0
0.44985,0.86319,-0.71758,-4.6643,0,0
0.45872,0.85847,-0.70634,-4.5912,0,0
0.46794,0.85344,-0.69509,-4.5181,0,0
0.4781,0.84761,-0.68385,-4.445,0,0
0.48827,0.84179,-0.6726,-4.3719,0,0
0.49843,0.83596,-0.66135,-4.2988,0,0
0.5086,0.83014,-0.65011,-4.2257,0,0
0.51876,0.82431,-0.63886,-4.1526,0,0
0.52893,0.81849,-0.62762,-4.0795,0,0
0.53928,0.81252,-0.61637,-4.0064,0,0
0.55104,0.80554,-0.60512,-3.9333,0,0
0.56281,0.79855,-0.59388,-3.8602,0,0
0.57457,0.79156,-0.58263,-3.7871,0,0
0.58634,0.78457,-0.57138,-3.714,0,0
0.5981,0.77758,-0.56014,-3.6409,0,0
0.60986,0.77059,-0.54889,-3.5678,0,0
0.62163,0.7636,-0.53765,-3.4947,0,0
0.63532,0.75504,-0.5264,-3.4216,0,0
0.64918,0.74634,-0.51515,-3.3485,0,0
0.66303,0.73765,-0.50391,-3.2754,0,0
0.67689,0.72895,-0.49266,-3.2023,0,0
0.69074,0.72025,-0.48142,-3.1292,0,0
0.7046,0.71156,-0.47017,-3.0561,0,0
0.71845,0.70286,-0.45892,-2.983,0,0
0.73323,0.69341,-0.44768,-2.9099,0,0
0.74843,0.68361,-0.43643,-2.8368,0,0
0.76364,0.67381,-0.42518,-2.7637,0,0
0.77884,0.66401,-0.41394,-2.6906,0,0
0.79404,0.65421,-0.40269,-2.6175,0,0
0.80925,0.64441,-0.39145,-2.5444,0,0
0.82445,0.6346,-0.3802,-2.4713,0,0
0.83985,0.62474,-0.36895,-2.3982,0,0
0.85558,0.61476,-0.35771,-2.3251,0,0
0.8713,0.60479,-0.34646,-2.252,0,0
0.88702,0.59482,-0.33522,-2.1789,0,0
0.90275,0.58484,-0.32397,-2.1058,0,0
0.91847,0.57487,-0.31272,-2.0327,0,0
0.9342,0.56489,-0.30148,-1.9596,0,0
0.94993,0.55492,-0.29023,-1.8865,0,0
0.96618,0.54513,-0.27898,-1.8134,0,0
0.98243,0.53533,-0.26774,-1.7403,0,0
0.99868,0.52553,-0.25649,-1.6672,0,0
1.0149,0.51573,-0.24525,-1.5941,0,0
1.0312,0.50594,-0.234,-1.521,0,0
1.0474,0.49614,-0.22275,-1.4479,0,0
1.0637,0.48634,-0.21151,-1.3748,0,0
1.0804,0.47673,-0.20026,-1.3017,0,0
1.0975,0.46722,-0.18902,-1.2286,0,0
1.1145,0.45772,-0.17777,-1.1555,0,0
1.1315,0.44821,-0.16652,-1.0824,0,0
1.1485,0.4387,-0.15528,-1.0093,0,0
1.1656,0.42919,-0.14403,-0.9362,0,0
1.1826,0.41969,-0.13278,-0.8631,0,0
1.1998,0.41029,-0.12154,-0.79,0,0
1.2179,0.4014,-0.11029,-0.7169,0,0
1.2359,0.39251,-0.099046,-0.6438,0,0
1.254,0.38361,-0.0878,-0.5707,0,0
1.2721,0.37472,-0.076554,-0.4976,0,0
1.2901,0.36583,-0.065308,-0.4245,0,0
1.3082,0.35693,-0.054062,-0.3514,0,0
1.3262,0.34804,-0.042815,-0.2783,0,0
1.3449,0.33962,-0.031569,-0.2052,0,0
1.3639,0.33143,-0.020323,-0.1321,0,0
1.3829,0.32323,-0.009077,-0.059,0,0
1.4019,0.31503,0.0021692,0.0141,0,0
1.4209,0.30684,0.013415,0.0872,0,0
1.4399,0.29864,0.024661,0.1603,0,0
1.4589,0.29044,0.035908,0.2334,0,0
1.4778,0.28244,0.047154,0.3065,0,0
1.4961,0.27575,0.0584,0.3796,0,0
1.5144,0.26907,0.069646,0.4527,0,0
1.5327,0.26238,0.080892,0.5258,0,0
1.551,0.25569,0.092138,0.5989,0,0
1.5693,0.249,0.10338,0.672,0,0
1.5877,0.24231,0.11463,0.7451,0,0
1.606,0.23562,0.12588,0.8182,0,0
1.6229,0.22985,0.13712,0.8913,0,0
1.6387,0.22489,0.14837,0.9644,0,0
1.6544,0.21992,0.15962,1.0375,0,0
1.6701,0.21495,0.17086,1.1106,0,0
1.6859,0.20999,0.18211,1.1837,0,0
1.7016,0.20502,0.19335,1.2568,0,0
1.7174,0.20005,0.2046,1.3299,0,0
1.7331,0.19509,0.21585,1.403,0,0
1.7455,0.1915,0.22709,1.4761,0,0
1.7574,0.18809,0.23834,1.5492,0,0
1.7694,0.18469,0.24958,1.6223,0,0
1.7813,0.18129,0.26083,1.6954,0,0
1.7932,0.17788,0.27208,1.7685,0,0
1.8051,0.17448,0.28332,1.8416,0,0
1.817,0.17108,0.29457,1.9147,0,0
1.828,0.16797,0.30582,1.9878,0,0
1.8339,0.1663,0.31706,2.0609,0,0
1.8398,0.16463,0.32831,2.134,0,0
1.8458,0.16296,0.33955,2.2071,0,0
1.8517,0.16129,0.3508,2.2802,0,0
1.8576,0.15962,0.36205,2.3533,0,0
1.8636,0.15795,0.37329,2.4264,0,0
1.8695,0.15628,0.38454,2.4995,0,0
1.874,0.15504,0.39578,2.5726,0,0
1.8764,0.15442,0.40703,2.6457,0,0
1.8788,0.1538,0.41828,2.7188,0,0
1.8812,0.15317,0.42952,2.7919,0,0
1.8836,0.15255,0.44077,2.865,0,0
1.886,0.15193,0.45202,2.9381,0,0
1.8884,0.1513,0.46326,3.0112,0,0
1.8908,0.15068,0.47451,3.0843,0,0
1.8931,0.15012,0.48575,3.1574,0,0
1.8953,0.1496,0.497,3.2305,0,0
1.8976,0.14907,0.50825,3.3036,0,0
1.8998,0.14855,0.51949,3.3767,0,0
1.902,0.14802,0.53074,3.4498,0,0
1.9042,0.1475,0.54198,3.5229,0,0
1.9065,0.14698,0.55323,3.596,0,0
1.9087,0.14645,0.56448,3.6691,0,0
1.9127,0.14557,0.57572,3.7422,0,0
1.9172,0.14457,0.58697,3.8153,0,0
1.9218,0.14356,0.59822,3.8884,0,0
1.9263,0.14256,0.60946,3.9615,0,0
1.9309,0.14156,0.62071,4.0346,0,0
