"Mach","p","x","Points:0","Points:1","Points:2"
0.24135,0.96005,-1.2462,-8.1,0,0
0.24197,0.95987,-1.2349,-8.0269,0,0
0.24259,0.95969,-1.2237,-7.9538,0,0
0.24321,0.95951,-1.2124,-7.8807,0,0
0.2439,0.95921,-1.2012,-7.8076,0,0
0.24463,0.95881,-1.1899,-7.7345,0,0
0.24536,0.95842,-1.1787,-7.6614,0,0
0.24617,0.95801,-1.1674,-7.5883,0,0
0.24737,0.95758,-1.1562,-7.5152,0,0
0.24857,0.95715,-1.1449,-7.4421,0,0
0.24976,0.95671,-1.1337,-7.369,0,0
0.2516,0.95608,-1.1224,-7.2959,0,0
0.25367,0.95537,-1.1112,-7.2228,0,0
0.25574,0.95467,-1.1,-7.1497,0,0
0.258,0.95386,-1.0887,-7.0766,0,0
0.2607,0.95281,-1.0775,-7.0035,0,0
0.26339,0.95176,-1.0662,-6.9304,0,0
0.26609,0.9507,-1.055,-6.8573,0,0
0.26915,0.94953,-1.0437,-6.7842,0,0
0.27226,0.94835,-1.0325,-6.7111,0,0
0.27538,0.94716,-1.0212,-6.638,0,0
0.27866,0.94591,-1.01,-6.5649,0,0
0.28218,0.94459,-0.99874,-6.4918,0,0
0.2857,0.94327,-0.98749,-6.4187,0,0
0.28922,0.94195,-0.97625,-6.3456,0,0
0.29379,0.94041,-0.965,-6.2725,0,0
0.29858,0.93873,-0.95375,-6.1994,0,0
0.30394,0.93644,-0.94251,-6.1263,0,0
0.30909,0.93423,-0.93126,-6.0532,0,0
0.31397,0.93212,-0.92002,-5.9801,0,0
0.31936,0.92998,-0.90877,-5.907,0,0
0.32498,0.92783,-0.89752,-5.8339,0,0
0.33104,0.92521,-0.88628,-5.7608,0,0
0.33718,0.92253,-0.87503,-5.6877,0,0
0.34347,0.9198,-0.86378,-5.6146,0,0
0.34988,0.917,-0.85254,-5.5415,0,0
0.35643,0.91411,-0.84129,-5.4684,0,0
0.36312,0.9111,-0.83005,-5.3953,0,0
0.36988,0.90803,-0.8188,-5.3222,0,0
0.37691,0.90494,-0.80755,-5.2491,0,0
0.38443,0.90137,-0.79631,-5.176,0,0
0.39286,0.89761,-0.78506,-5.1029,0,0
0.40113,0.89349,-0.77382,-5.0298,0,0
0.40913,0.88961,-0.76257,-4.9567,0,0
0.41812,0.88523,-0.75132,-4.8836,0,0
0.4275,0.88044,-0.74008,-4.8105,0,0
0.4364,0.8759,-0.72883,-4.7374,0,0
0.44583,0.87102,-0.71758,-4.6643,0,0
0.45574,0.86591,-0.70634,-4.5912,0,0
0.46561,0.86044,-0.69509,-4.5181,0,0
0.47571,0.85507,-0.68385,-4.445,0,0
0.4859,0.8494,-0.6726,-4.3719,0,0
0.49633,0.84363,-0.66135,-4.2988,0,0
0.50708,0.83758,-0.65011,-4.2257,0,0
0.51802,0.83134,-0.63886,-4.1526,0,0
0.52897,0.82501,-0.62762,-4.0795,0,0
0.54012,0.81866,-0.61637,-4.0064,0,0
0.55192,0.81168,-0.60512,-3.9333,0,0
0.56338,0.80484,-0.59388,-3.8602,0,0
0.57558,0.7977,-0.58263,-3.7871,0,0
0.58845,0.78996,-0.57138,-3.714,0,0
0.60073,0.78243,-0.56014,-3.6409,0,0
0.61307,0.77486,-0.54889,-3.5678,0,0
0.6261,0.76677,-0.53765,-3.4947,0,0
0.63906,0.75876,-0.5264,-3.4216,0,0
0.65231,0.75041,-0.51515,-3.3485,0,0
0.66565,0.74194,-0.50391,-3.2754,0,0
0.67892,0.7335,-0.49266,-3.2023,0,0
0.69256,0.72485,-0.48142,-3.1292,0,0
0.7064,0.71598,-0.47017,-3.0561,0,0
0.72016,0.7071,-0.45892,-2.983,0,0
0.73412,0.69809,-0.44768,-2.9099,0,0
0.74837,0.68888,-0.43643,-2.8368,0,0
0.76265,0.67963,-0.42518,-2.7637,0,0
0.77705,0.67029,-0.41394,-2.6906,0,0
0.79153,0.66089,-0.40269,-2.6175,0,0
0.80593,0.65153,-0.39145,-2.5444,0,0
0.82059,0.64202,-0.3802,-2.4713,0,0
0.83534,0.63246,-0.36895,-2.3982,0,0
0.85013,0.62289,-0.35771,-2.3251,0,0
0.86502,0.61328,-0.34646,-2.252,0,0
0.87997,0.60366,-0.33522,-2.1789,0,0
0.89499,0.59402,-0.32397,-2.1058,0,0
0.91009,0.58438,-0.31272,-2.0327,0,0
0.92525,0.57474,-0.30148,-1.9596,0,0
0.94048,0.56509,-0.29023,-1.8865,0,0
0.95579,0.55547,-0.27898,-1.8134,0,0
0.97118,0.54585,-0.26774,-1.7403,0,0
0.98664,0.53624,-0.25649,-1.6672,0,0
1.0022,0.52665,-0.24525,-1.5941,0,0
1.0178,0.51709,-0.234,-1.521,0,0
1.0336,0.50754,-0.22275,-1.4479,0,0
1.0494,0.49802,-0.21151,-1.3748,0,0
1.0653,0.48853,-0.20026,-1.3017,0,0
1.0814,0.47906,-0.18902,-1.2286,0,0
1.0976,0.46961,-0.17777,-1.1555,0,0
1.1139,0.46019,-0.16652,-1.0824,0,0
1.1303,0.45078,-0.15528,-1.0093,0,0
1.147,0.44139,-0.14403,-0.9362,0,0
1.1639,0.43201,-0.13278,-0.8631,0,0
1.181,0.42261,-0.12154,-0.79,0,0
1.1983,0.41321,-0.11029,-0.7169,0,0
1.216,0.40379,-0.099046,-0.6438,0,0
1.2339,0.39434,-0.0878,-0.5707,0,0
1.2522,0.38487,-0.076554,-0.4976,0,0
1.271,0.37535,-0.065308,-0.4245,0,0
1.2901,0.3658,-0.054062,-0.3514,0,0
1.3096,0.35624,-0.042815,-0.2783,0,0
1.3295,0.34668,-0.031569,-0.2052,0,0
1.3497,0.33715,-0.020323,-0.1321,0,0
1.3703,0.32766,-0.009077,-0.059,0,0
1.3912,0.31823,0.0021692,0.0141,0,0
1.4124,0.30888,0.013415,0.0872,0,0
1.434,0.2996,0.024661,0.1603,0,0
1.4552,0.29066,0.035908,0.2334,0,0
1.4768,0.28183,0.047154,0.3065,0,0
1.4991,0.27292,0.0584,0.3796,0,0
1.5206,0.26455,0.069646,0.4527,0,0
1.5437,0.25583,0.080892,0.5258,0,0
1.5645,0.24815,0.092138,0.5989,0,0
1.5876,0.23993,0.10338,0.672,0,0
1.6096,0.23216,0.11463,0.7451,0,0
1.6286,0.22566,0.12588,0.8182,0,0
1.6507,0.21848,0.13712,0.8913,0,0
1.6745,0.2109,0.14837,0.9644,0,0
1.6948,0.20445,0.15962,1.0375,0,0
1.7167,0.19791,0.17086,1.1106,0,0
1.7386,0.19144,0.18211,1.1837,0,0
1.7615,0.18505,0.19335,1.2568,0,0
1.7842,0.17869,0.2046,1.3299,0,0
1.8054,0.17297,0.21585,1.403,0,0
1.827,0.16735,0.22709,1.4761,0,0
1.851,0.16128,0.23834,1.5492,0,0
1.8763,0.15527,0.24958,1.6223,0,0
1.9028,0.14905,0.26083,1.6954,0,0
1.9331,0.14207,0.27208,1.7685,0,0
1.9625,0.13586,0.28332,1.8416,0,0
1.9897,0.13016,0.29457,1.9147,0,0
2.0157,0.12513,0.30582,1.9878,0,0
2.0443,0.12011,0.31706,2.0609,0,0
2.0657,0.11639,0.32831,2.134,0,0
2.0705,0.11468,0.33955,2.2071,0,0
2.074,0.11345,0.3508,2.2802,0,0
2.0745,0.11338,0.36205,2.3533,0,0
2.075,0.1133,0.37329,2.4264,0,0
2.0756,0.11323,0.38454,2.4995,0,0
2.0749,0.11335,0.39578,2.5726,0,0
2.0724,0.11376,0.40703,2.6457,0,0
2.0662,0.11479,0.41828,2.7188,0,0
2.0509,0.1174,0.42952,2.7919,0,0
2.0238,0.12233,0.44077,2.865,0,0
1.9739,0.1321,0.45202,2.9381,0,0
1.9151,0.14465,0.46326,3.0112,0,0
1.8566,0.15834,0.47451,3.0843,0,0
1.8096,0.17,0.48575,3.1574,0,0
1.7712,0.18031,0.497,3.2305,0,0
1.7468,0.18688,0.50825,3.3036,0,0
1.7367,0.19013,0.51949,3.3767,0,0
1.7327,0.19152,0.53074,3.4498,0,0
1.7317,0.19211,0.54198,3.5229,0,0
1.7312,0.19228,0.55323,3.596,0,0
1.7308,0.19234,0.56448,3.6691,0,0
1.7335,0.19158,0.57572,3.7422,0,0
1.7374,0.19053,0.58697,3.8153,0,0
1.7427,0.18913,0.59822,3.8884,0,0
1.7484,0.18762,0.60946,3.9615,0,0
1.7571,0.18522,0.62071,4.0346,0,0
1.7668,0.18256,0.63195,4.1077,0,0
1.7782,0.17929,0.6432,4.1808,0,0
1.7904,0.17596,0.65445,4.2539,0,0
1.8045,0.17227,0.66569,4.327,0,0
1.8202,0.16825,0.67694,4.4001,0,0
1.8364,0.16406,0.68818,4.4732,0,0
1.8521,0.16019,0.69943,4.5463,0,0
1.8679,0.15629,0.71068,4.6194,0,0
1.8839,0.15246,0.72192,4.6925,0,0
1.901,0.14851,0.73317,4.7656,0,0
1.9197,0.14434,0.74442,4.8387,0,0
1.9397,0.13995,0.75566,4.9118,0,0
1.9612,0.1354,0.76691,4.9849,0,0
1.9839,0.13072,0.77815,5.058,0,0
2.0081,0.12594,0.7894,5.1311,0,0
2.0346,0.12096,0.80065,5.2042,0,0
2.0613,0.11609,0.81189,5.2773,0,0
2.0848,0.11162,0.82314,5.3504,0,0
2.1066,0.10794,0.83438,5.4235,0,0
2.1301,0.10407,0.84563,5.4966,0,0
2.1554,0.10017,0.85688,5.5697,0,0
2.1828,0.096005,0.86812,5.6428,0,0
2.2112,0.091849,0.87937,5.7159,0,0
2.2394,0.087939,0.89062,5.789,0,0
2.2657,0.08427,0.90186,5.8621,0,0
2.2907,0.081037,0.91311,5.9352,0,0
2.3162,0.077949,0.92435,6.0083,0,0
2.3425,0.074928,0.9356,6.0814,0,0
2.3686,0.071894,0.94685,6.1545,0,0
2.3938,0.069174,0.95809,6.2276,0,0
2.4188,0.06659,0.96934,6.3007,0,0
2.4441,0.064108,0.98058,6.3738,0,0
2.4696,0.061676,0.99183,6.4469,0,0
2.492,0.059529,1.0031,6.52,0,0
