"Mach","Pressure","p","x","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.23962,7.6865,0.96081,-1.2462,1,0,-8.1,0,0
0.23971,7.6862,0.96078,-1.2349,1,0.0731,-8.0269,0,0
0.23996,7.6856,0.9607,-1.2237,1,0.1462,-7.9538,0,0
0.24037,7.6845,0.96056,-1.2124,1,0.2193,-7.8807,0,0
0.24095,7.6829,0.96037,-1.2012,1,0.2924,-7.8076,0,0
0.24169,7.681,0.96012,-1.1899,1,0.3655,-7.7345,0,0
0.2426,7.6786,0.95983,-1.1787,1,0.4386,-7.6614,0,0
0.24368,7.6758,0.95947,-1.1674,1,0.5117,-7.5883,0,0
0.24494,7.6725,0.95906,-1.1562,1,0.5848,-7.5152,0,0
0.24639,7.6686,0.95858,-1.1449,1,0.6579,-7.4421,0,0
0.24814,7.6637,0.95796,-1.1337,1,0.731,-7.369,0,0
0.24985,7.6588,0.95735,-1.1224,1,0.8041,-7.2959,0,0
0.25177,7.6535,0.95669,-1.1112,1,0.8772,-7.2228,0,0
0.25389,7.6476,0.95595,-1.1,1,0.9503,-7.1497,0,0
0.25619,7.6414,0.95517,-1.0887,1,1.0234,-7.0766,0,0
0.25867,7.6346,0.95433,-1.0775,1,1.0965,-7.0035,0,0
0.26131,7.6271,0.95339,-1.0662,1,1.1696,-6.9304,0,0
0.26415,7.6189,0.95236,-1.055,1,1.2427,-6.8573,0,0
0.26721,7.6102,0.95128,-1.0437,1,1.3158,-6.7842,0,0
0.27055,7.6007,0.95009,-1.0325,1,1.3889,-6.7111,0,0
0.27403,7.5905,0.94881,-1.0212,1,1.462,-6.638,0,0
0.27764,7.5798,0.94747,-1.01,1,1.5351,-6.5649,0,0
0.28144,7.5685,0.94606,-0.99874,1,1.6082,-6.4918,0,0
0.28546,7.5565,0.94456,-0.98749,1,1.6813,-6.4187,0,0
0.28967,7.5436,0.94295,-0.97625,1,1.7544,-6.3456,0,0
0.29408,7.5297,0.94121,-0.965,1,1.8275,-6.2725,0,0
0.29872,7.5147,0.93934,-0.95375,1,1.9006,-6.1994,0,0
0.30359,7.4989,0.93736,-0.94251,1,1.9737,-6.1263,0,0
0.3087,7.4823,0.93528,-0.93126,1,2.0468,-6.0532,0,0
0.31403,7.4648,0.9331,-0.92002,1,2.1199,-5.9801,0,0
0.31949,7.4464,0.9308,-0.90877,1,2.193,-5.907,0,0
0.32507,7.4274,0.92843,-0.89752,1,2.2661,-5.8339,0,0
0.33079,7.4079,0.92599,-0.88628,1,2.3392,-5.7608,0,0
0.33663,7.3879,0.92348,-0.87503,1,2.4123,-5.6877,0,0
0.34259,7.3674,0.92092,-0.86378,1,2.4854,-5.6146,0,0
0.34861,7.3465,0.91832,-0.85254,1,2.5585,-5.5415,0,0
0.35465,7.3255,0.91568,-0.84129,1,2.6316,-5.4684,0,0
0.36194,7.2995,0.91244,-0.83005,1,2.7047,-5.3953,0,0
0.36956,7.2715,0.90894,-0.8188,1,2.7778,-5.3222,0,0
0.37734,7.2434,0.90543,-0.80755,1,2.8509,-5.2491,0,0
0.38507,7.2145,0.90181,-0.79631,1,2.924,-5.176,0,0
0.39299,7.184,0.898,-0.78506,1,2.9971,-5.1029,0,0
0.40115,7.1522,0.89403,-0.77382,1,3.0702,-5.0298,0,0
0.40953,7.1192,0.8899,-0.76257,1,3.1433,-4.9567,0,0
0.41807,7.0852,0.88565,-0.75132,1,3.2164,-4.8836,0,0
0.4267,7.05,0.88125,-0.74008,1,3.2895,-4.8105,0,0
0.43548,7.0142,0.87678,-0.72883,1,3.3626,-4.7374,0,0
0.44469,6.9757,0.87196,-0.71758,1,3.4357,-4.6643,0,0
0.45415,6.9369,0.86711,-0.70634,1,3.5088,-4.5912,0,0
0.46453,6.8933,0.86166,-0.69509,1,3.5819,-4.5181,0,0
0.47461,6.8496,0.8562,-0.68385,1,3.655,-4.445,0,0
0.48495,6.804,0.8505,-0.6726,1,3.7281,-4.3719,0,0
0.49551,6.7569,0.84461,-0.66135,1,3.8012,-4.2988,0,0
0.50634,6.7083,0.83853,-0.65011,1,3.8743,-4.2257,0,0
0.51739,6.6579,0.83224,-0.63886,1,3.9474,-4.1526,0,0
0.52864,6.6062,0.82577,-0.62762,1,4.0205,-4.0795,0,0
0.54009,6.5529,0.81911,-0.61637,1,4.0936,-4.0064,0,0
0.55173,6.4981,0.81227,-0.60512,1,4.1667,-3.9333,0,0
0.56359,6.4417,0.80522,-0.59388,1,4.2398,-3.8602,0,0
0.57569,6.3838,0.79798,-0.58263,1,4.3129,-3.7871,0,0
0.58789,6.3244,0.79055,-0.57138,1,4.386,-3.714,0,0
0.59995,6.2655,0.78319,-0.56014,1,4.4591,-3.6409,0,0
0.61274,6.2029,0.77537,-0.54889,1,4.5322,-3.5678,0,0
0.6259,6.1379,0.76724,-0.53765,1,4.6053,-3.4947,0,0
0.63851,6.0751,0.75938,-0.5264,1,4.6784,-3.4216,0,0
0.65164,6.0089,0.75111,-0.51515,1,4.7515,-3.3485,0,0
0.66501,5.9412,0.74264,-0.50391,1,4.8246,-3.2754,0,0
